game_id,date,season,home_team,away_team,home_score,away_score,total_points,home_win,margin
0022200652,2023-01-15,2022-23,SAS,SAC,119,132,251,0,-13
2022200118,2023-01-15,2022-23,IWA,MHU,110,107,217,1,3
0022200654,2023-01-15,2022-23,POR,DAL,140,123,263,1,17
0022200649,2023-01-15,2022-23,LAC,HOU,121,100,221,1,21
0022200653,2023-01-15,2022-23,DEN,ORL,119,116,235,1,3
2022200119,2023-01-15,2022-23,SXF,RAP,123,126,249,0,-3
0022200651,2023-01-15,2022-23,BKN,OKC,102,112,214,0,-10
0022200655,2023-01-15,2022-23,LAL,PHI,112,113,225,0,-1
0022200650,2023-01-15,2022-23,CHI,GSW,132,118,250,1,14
0022200648,2023-01-15,2022-23,DET,NYK,104,117,221,0,-13
2022200123,2023-01-16,2022-23,WCB,CLC,105,112,217,0,-7
0022200663,2023-01-16,2022-23,MEM,PHX,136,106,242,1,30
0022200664,2023-01-16,2022-23,LAL,HOU,140,132,272,1,8
2022200122,2023-01-16,2022-23,LIN,GRG,99,80,179,1,19
2022200121,2023-01-16,2022-23,DEL,WIS,153,132,285,1,21
0022200660,2023-01-16,2022-23,WAS,GSW,118,127,245,0,-9
0022200656,2023-01-16,2022-23,CHA,BOS,118,130,248,0,-12
2022200127,2023-01-16,2022-23,CPS,CCG,104,111,215,0,-7
0022200659,2023-01-16,2022-23,NYK,TOR,121,123,244,0,-2
0022200658,2023-01-16,2022-23,CLE,NOP,113,103,216,1,10
0022200661,2023-01-16,2022-23,ATL,MIA,121,113,234,1,8
2022200126,2023-01-16,2022-23,GLI,FWN,119,141,260,0,-22
2022200125,2023-01-16,2022-23,AUS,STO,98,112,210,0,-14
0022200657,2023-01-16,2022-23,MIL,IND,132,119,251,1,13
2022200128,2023-01-16,2022-23,ONT,MCC,93,106,199,0,-13
0022200662,2023-01-16,2022-23,MIN,UTA,125,126,251,0,-1
2022200124,2023-01-16,2022-23,TEX,SLC,116,125,241,0,-9
2022200129,2023-01-17,2022-23,SXF,OSC,100,104,204,0,-4
0022200667,2023-01-17,2022-23,DEN,POR,122,113,235,1,9
0022200668,2023-01-17,2022-23,LAC,PHI,110,120,230,0,-10
2022200130,2023-01-17,2022-23,BHM,RGV,105,132,237,0,-27
0022200666,2023-01-17,2022-23,SAS,BKN,106,98,204,1,8
0022200665,2023-01-17,2022-23,MIL,TOR,130,122,252,1,8
2022200132,2023-01-17,2022-23,GLI,FWN,114,121,235,0,-7
2022200131,2023-01-17,2022-23,MHU,SCW,140,131,271,1,9
0022200669,2023-01-18,2022-23,NYK,WAS,105,116,221,0,-11
0022200673,2023-01-18,2022-23,NOP,MIA,98,124,222,0,-26
0022200676,2023-01-18,2022-23,DEN,MIN,122,118,240,1,4
0022200675,2023-01-18,2022-23,UTA,LAC,126,103,229,1,23
0022200677,2023-01-18,2022-23,LAL,SAC,111,116,227,0,-5
2022200136,2023-01-18,2022-23,GBO,CLC,102,112,214,0,-10
0022200670,2023-01-18,2022-23,DAL,ATL,122,130,252,0,-8
2022200133,2023-01-18,2022-23,WIS,WES,127,118,245,1,9
0022200671,2023-01-18,2022-23,HOU,CHA,117,122,239,0,-5
2022200135,2023-01-18,2022-23,CCG,LIN,114,121,235,0,-7
0022200674,2023-01-18,2022-23,OKC,IND,126,106,232,1,20
2022200137,2023-01-18,2022-23,MHU,SCW,129,122,251,1,7
0022200672,2023-01-18,2022-23,MEM,CLE,115,114,229,1,1
2022200134,2023-01-18,2022-23,OKL,STO,113,118,231,0,-5
2022200139,2023-01-19,2022-23,WCB,CPS,111,133,244,0,-22
2022200141,2023-01-19,2022-23,SBL,MCC,127,117,244,1,10
0022200682,2023-01-19,2022-23,POR,PHI,95,105,200,0,-10
0022200679,2023-01-19,2022-23,BOS,GSW,121,118,239,1,3
0022200680,2023-01-19,2022-23,MIN,TOR,128,126,254,1,2
0022200678,2023-01-19,2022-23,DET,CHI,108,126,234,0,-18
2022200140,2023-01-19,2022-23,SLC,FWN,107,121,228,0,-14
2022200138,2023-01-19,2022-23,SXF,OSC,121,125,246,0,-4
0022200681,2023-01-19,2022-23,PHX,BKN,117,112,229,1,5
2022200142,2023-01-20,2022-23,GRG,CCG,101,104,205,0,-3
2022200144,2023-01-20,2022-23,AUS,ONT,108,100,208,1,8
0022200689,2023-01-20,2022-23,UTA,BKN,106,117,223,0,-11
0022200688,2023-01-20,2022-23,DEN,IND,134,111,245,1,23
0022200683,2023-01-20,2022-23,ORL,NOP,123,110,233,1,13
0022200686,2023-01-20,2022-23,DAL,MIA,115,90,205,1,25
2022200145,2023-01-20,2022-23,RGV,GLI,110,107,217,1,3
0022200685,2023-01-20,2022-23,CLE,GSW,114,120,234,0,-6
0022200690,2023-01-20,2022-23,LAL,MEM,122,121,243,1,1
2022200143,2023-01-20,2022-23,MXC,SCW,126,135,261,0,-9
0022200691,2023-01-20,2022-23,SAC,OKC,118,113,231,1,5
0022200684,2023-01-20,2022-23,ATL,NYK,139,124,263,1,15
0022200687,2023-01-20,2022-23,SAS,LAC,126,131,257,0,-5
0022200697,2023-01-21,2022-23,PHX,IND,112,107,219,1,5
2022200146,2023-01-21,2022-23,DEL,LIN,101,116,217,0,-15
0022200694,2023-01-21,2022-23,ATL,CHA,118,122,240,0,-4
2022200151,2023-01-21,2022-23,WIS,RAP,126,135,261,0,-9
2022200148,2023-01-21,2022-23,MNE,OSC,111,117,228,0,-6
0022200692,2023-01-21,2022-23,TOR,BOS,104,106,210,0,-2
2022200152,2023-01-21,2022-23,RGV,GLI,107,114,221,0,-7
2022200153,2023-01-21,2022-23,TEX,OKL,121,117,238,1,4
0022200696,2023-01-21,2022-23,MIN,HOU,113,104,217,1,9
2022200147,2023-01-21,2022-23,GBO,WCB,105,112,217,0,-7
2022200149,2023-01-21,2022-23,AUS,ONT,82,115,197,0,-33
0022200693,2023-01-21,2022-23,WAS,ORL,138,118,256,1,20
0022200695,2023-01-21,2022-23,CLE,MIL,114,102,216,1,12
0022200698,2023-01-21,2022-23,SAC,PHI,127,129,256,0,-2
2022200150,2023-01-21,2022-23,BHM,STO,112,111,223,1,1
2022200154,2023-01-21,2022-23,SLC,SBL,110,119,229,0,-9
2022200156,2023-01-22,2022-23,CLC,CCG,111,107,218,1,4
0022200701,2023-01-22,2022-23,DAL,LAC,98,112,210,0,-14
2022200158,2023-01-22,2022-23,MNE,OSC,115,112,227,1,3
2022200155,2023-01-22,2022-23,WES,IWA,97,99,196,0,-2
2022200160,2023-01-22,2022-23,MXC,SCW,128,117,245,1,11
0022200705,2023-01-22,2022-23,POR,LAL,112,121,233,0,-9
2022200157,2023-01-22,2022-23,FWN,CPS,91,129,220,0,-38
0022200700,2023-01-22,2022-23,TOR,NYK,125,116,241,1,9
0022200699,2023-01-22,2022-23,MIA,NOP,100,96,196,1,4
0022200702,2023-01-22,2022-23,DEN,OKC,99,101,200,0,-2
0022200703,2023-01-22,2022-23,PHX,MEM,112,110,222,1,2
2022200159,2023-01-22,2022-23,BHM,STO,104,122,226,0,-18
0022200704,2023-01-22,2022-23,GSW,BKN,116,120,236,0,-4
2022200161,2023-01-23,2022-23,MCC,WIS,134,130,264,1,4
2022200162,2023-01-23,2022-23,ONT,SLC,147,105,252,1,42
0022200712,2023-01-23,2022-23,SAC,MEM,133,100,233,1,33
0022200709,2023-01-23,2022-23,HOU,MIN,119,114,233,1,5
0022200707,2023-01-23,2022-23,ORL,BOS,113,98,211,1,15
0022200710,2023-01-23,2022-23,UTA,CHA,120,102,222,1,18
0022200708,2023-01-23,2022-23,CHI,ATL,111,100,211,1,11
0022200711,2023-01-23,2022-23,POR,SAS,147,127,274,1,20
0022200706,2023-01-23,2022-23,DET,MIL,130,150,280,0,-20
0022200715,2023-01-24,2022-23,NYK,CLE,105,103,208,1,2
0022200719,2023-01-24,2022-23,LAL,LAC,115,133,248,0,-18
0022200718,2023-01-24,2022-23,PHX,CHA,128,97,225,1,31
0022200713,2023-01-24,2022-23,IND,CHI,116,110,226,1,6
2022200167,2023-01-24,2022-23,WES,IWA,126,99,225,1,27
0022200716,2023-01-24,2022-23,NOP,DEN,98,99,197,0,-1
2022200169,2023-01-24,2022-23,RGV,MXC,124,120,244,1,4
2022200166,2023-01-24,2022-23,DEL,OSC,123,105,228,1,18
0022200714,2023-01-24,2022-23,MIA,BOS,98,95,193,1,3
2022200163,2023-01-24,2022-23,OKL,GRG,99,113,212,0,-14
2022200168,2023-01-24,2022-23,SXF,AUS,92,87,179,1,5
0022200717,2023-01-24,2022-23,DAL,WAS,126,127,253,0,-1
2022200165,2023-01-24,2022-23,CLC,CPS,106,111,217,0,-5
0022200728,2023-01-25,2022-23,SAC,TOR,95,113,208,0,-18
0022200720,2023-01-25,2022-23,ORL,IND,126,120,246,1,6
2022200175,2023-01-25,2022-23,MCC,WIS,120,102,222,1,18
0022200724,2023-01-25,2022-23,NOP,MIN,102,111,213,0,-9
0022200721,2023-01-25,2022-23,PHI,BKN,137,133,270,1,4
0022200729,2023-01-25,2022-23,LAL,SAS,113,104,217,1,9
0022200722,2023-01-25,2022-23,HOU,WAS,103,108,211,0,-5
2022200171,2023-01-25,2022-23,OKL,GRG,113,105,218,1,8
2022200170,2023-01-25,2022-23,RAP,BHM,110,89,199,1,21
2022200176,2023-01-25,2022-23,ONT,SLC,124,112,236,1,12
0022200726,2023-01-25,2022-23,GSW,MEM,122,120,242,1,2
0022200725,2023-01-25,2022-23,OKC,ATL,132,137,269,0,-5
2022200172,2023-01-25,2022-23,CCG,WCB,109,124,233,0,-15
2022200164,2023-01-25,2022-23,FWN,MNE,133,119,252,1,14
2022200174,2023-01-25,2022-23,LIN,IWA,131,112,243,1,19
0022200723,2023-01-25,2022-23,MIL,DEN,107,99,206,1,8
2022200173,2023-01-25,2022-23,CLC,CPS,116,115,231,1,1
0022200727,2023-01-25,2022-23,POR,UTA,134,124,258,1,10
2022200177,2023-01-26,2022-23,RAP,BHM,95,115,210,0,-20
0022200732,2023-01-26,2022-23,CHA,CHI,111,96,207,1,15
0022200733,2023-01-26,2022-23,HOU,CLE,95,113,208,0,-18
2022200178,2023-01-26,2022-23,RGV,MXC,110,96,206,1,14
2022200181,2023-01-26,2022-23,STO,MHU,124,104,228,1,20
0022200735,2023-01-26,2022-23,LAC,SAS,138,100,238,1,38
2022200180,2023-01-26,2022-23,GLI,SLC,99,116,215,0,-17
0022200730,2023-01-26,2022-23,BOS,NYK,117,120,237,0,-3
2022200179,2023-01-26,2022-23,AUS,TEX,131,108,239,1,23
0022200734,2023-01-26,2022-23,PHX,DAL,95,99,194,0,-4
0022200731,2023-01-26,2022-23,BKN,DET,122,130,252,0,-8
0022200737,2023-01-27,2022-23,MIN,MEM,111,100,211,1,11
2022200183,2023-01-27,2022-23,CPS,MCC,120,124,244,0,-4
0022200740,2023-01-27,2022-23,GSW,TOR,129,117,246,1,12
2022200188,2023-01-27,2022-23,SBL,SCW,117,119,236,0,-2
0022200739,2023-01-27,2022-23,OKC,CLE,112,100,212,1,12
0022200736,2023-01-27,2022-23,IND,MIL,131,141,272,0,-10
2022200182,2023-01-27,2022-23,CCG,WCB,118,116,234,1,2
2022200184,2023-01-27,2022-23,OSC,FWN,128,121,249,1,7
2022200186,2023-01-27,2022-23,IWA,OKL,123,125,248,0,-2
2022200187,2023-01-27,2022-23,WIS,GBO,115,112,227,1,3
2022200185,2023-01-27,2022-23,WES,GRG,99,108,207,0,-9
0022200738,2023-01-27,2022-23,MIA,ORL,110,105,215,1,5
0022200743,2023-01-28,2022-23,DET,HOU,114,117,231,0,-3
2022200192,2023-01-28,2022-23,STO,MHU,109,110,219,0,-1
2022200190,2023-01-28,2022-23,OSC,FWN,116,124,240,0,-8
2022200193,2023-01-28,2022-23,RGV,AUS,126,110,236,1,16
0022200742,2023-01-28,2022-23,BKN,NYK,122,115,237,1,7
0022200749,2023-01-28,2022-23,BOS,LAL,125,121,246,1,4
0022200741,2023-01-28,2022-23,PHI,DEN,126,119,245,1,7
0022200747,2023-01-28,2022-23,NOP,WAS,103,113,216,0,-10
2022200194,2023-01-28,2022-23,TEX,MXC,117,120,237,0,-3
0022200748,2023-01-28,2022-23,SAS,PHX,118,128,246,0,-10
2022200189,2023-01-28,2022-23,MNE,BHM,106,113,219,0,-7
0022200750,2023-01-28,2022-23,UTA,DAL,108,100,208,1,8
2022200191,2023-01-28,2022-23,WIS,GBO,102,116,218,0,-14
0022200746,2023-01-28,2022-23,MIN,SAC,117,110,227,1,7
0022200751,2023-01-28,2022-23,POR,TOR,105,123,228,0,-18
0022200745,2023-01-28,2022-23,ATL,LAC,113,120,233,0,-7
0022200744,2023-01-28,2022-23,ORL,CHI,109,128,237,0,-19
2022200195,2023-01-29,2022-23,WES,GRG,103,94,197,1,9
2022200199,2023-01-29,2022-23,TEX,MXC,110,114,224,0,-4
2022200200,2023-01-29,2022-23,SBL,SCW,152,118,270,1,34
0022200753,2023-01-29,2022-23,MEM,IND,112,100,212,1,12
2022200196,2023-01-29,2022-23,CPS,MCC,123,107,230,1,16
0022200752,2023-01-29,2022-23,CHA,MIA,122,117,239,1,5
2022200197,2023-01-29,2022-23,CCG,LIN,98,111,209,0,-13
2022200198,2023-01-29,2022-23,IWA,OKL,127,122,249,1,5
0022200755,2023-01-29,2022-23,MIL,NOP,135,110,245,1,25
0022200754,2023-01-29,2022-23,CLE,LAC,122,99,221,1,23
0022200762,2023-01-30,2022-23,PHX,TOR,114,106,220,1,8
0022200759,2023-01-30,2022-23,OKC,GSW,120,128,248,0,-8
0022200763,2023-01-30,2022-23,POR,ATL,129,125,254,1,4
2022200201,2023-01-30,2022-23,LIN,WIS,131,116,247,1,15
0022200761,2023-01-30,2022-23,DAL,DET,111,105,216,1,6
2022200202,2023-01-30,2022-23,SLC,MHU,118,111,229,1,7
2022200203,2023-01-30,2022-23,ONT,RGV,107,112,219,0,-5
0022200757,2023-01-30,2022-23,BKN,LAL,121,104,225,1,17
2022200012,2023-01-30,2022-23,OSC,WES,113,114,227,0,-1
0022200758,2023-01-30,2022-23,MIN,SAC,111,118,229,0,-7
0022200760,2023-01-30,2022-23,SAS,WAS,106,127,233,0,-21
0022200756,2023-01-30,2022-23,PHI,ORL,109,119,228,0,-10
2022200205,2023-01-31,2022-23,SLC,MHU,135,105,240,1,30
0022200767,2023-01-31,2022-23,MIL,CHA,124,115,239,1,9
0022200764,2023-01-31,2022-23,CLE,MIA,97,100,197,0,-3
0022200768,2023-01-31,2022-23,DEN,NOP,122,113,235,1,9
0022200766,2023-01-31,2022-23,CHI,LAC,103,108,211,0,-5
2022200204,2023-01-31,2022-23,SXF,TEX,105,93,198,1,12
0022200765,2023-01-31,2022-23,NYK,LAL,123,129,252,0,-6
0022200770,2023-02-01,2022-23,PHI,ORL,105,94,199,1,11
2022200210,2023-02-01,2022-23,MXC,SBL,113,109,222,1,4
0022200773,2023-02-01,2022-23,HOU,OKC,112,106,218,1,6
2022200209,2023-02-01,2022-23,BHM,DEL,102,124,226,0,-22
0022200775,2023-02-01,2022-23,SAS,SAC,109,119,228,0,-10
0022200772,2023-02-01,2022-23,BOS,BKN,139,96,235,1,43
2022200211,2023-02-01,2022-23,ONT,RGV,121,129,250,0,-8
0022200776,2023-02-01,2022-23,UTA,TOR,131,128,259,1,3
2022200208,2023-02-01,2022-23,WIS,WES,111,115,226,0,-4
2022200207,2023-02-01,2022-23,GBO,GRG,112,108,220,1,4
0022200777,2023-02-01,2022-23,PHX,ATL,100,132,232,0,-32
2022200206,2023-02-01,2022-23,CCG,MNE,131,126,257,1,5
0022200771,2023-02-01,2022-23,MEM,POR,112,122,234,0,-10
0022200774,2023-02-01,2022-23,MIN,GSW,119,114,233,1,5
2022200212,2023-02-02,2022-23,AUS,OKL,114,115,229,0,-1
0022200782,2023-02-02,2022-23,DAL,NOP,111,106,217,1,5
0022200779,2023-02-02,2022-23,CLE,MEM,128,113,241,1,15
2022200213,2023-02-02,2022-23,RAP,CLC,136,100,236,1,36
0022200784,2023-02-02,2022-23,MIL,LAC,106,105,211,1,1
0022200783,2023-02-02,2022-23,DEN,GSW,134,117,251,1,17
0022200778,2023-02-02,2022-23,IND,LAL,111,112,223,0,-1
0022200781,2023-02-02,2022-23,CHI,CHA,114,98,212,1,16
0022200780,2023-02-02,2022-23,NYK,MIA,106,104,210,1,2
0022200786,2023-02-03,2022-23,IND,SAC,107,104,211,1,3
0022200788,2023-02-03,2022-23,BOS,PHX,94,106,200,0,-12
0022200791,2023-02-03,2022-23,SAS,PHI,125,137,262,0,-12
0022200790,2023-02-03,2022-23,MIN,ORL,120,127,247,0,-7
0022200785,2023-02-03,2022-23,DET,CHA,118,112,230,1,6
2022200218,2023-02-03,2022-23,WIS,WCB,133,144,277,0,-11
2022200216,2023-02-03,2022-23,MHU,DEL,132,130,262,1,2
0022200792,2023-02-03,2022-23,UTA,ATL,108,115,223,0,-7
2022200215,2023-02-03,2022-23,MNE,CPS,96,114,210,0,-18
2022200214,2023-02-03,2022-23,GBO,GRG,123,107,230,1,16
0022200789,2023-02-03,2022-23,HOU,TOR,111,117,228,0,-6
2022200217,2023-02-03,2022-23,SXF,BHM,106,99,205,1,7
2022200219,2023-02-03,2022-23,SCW,ONT,123,114,237,1,9
0022200787,2023-02-03,2022-23,WAS,POR,116,124,240,0,-8
0022200795,2023-02-04,2022-23,NYK,LAC,128,134,262,0,-6
0022200797,2023-02-04,2022-23,MIL,MIA,123,115,238,1,8
0022200799,2023-02-04,2022-23,OKC,HOU,153,121,274,1,32
2022200222,2023-02-04,2022-23,FWN,CCG,122,115,237,1,7
0022200796,2023-02-04,2022-23,CHI,POR,129,121,250,1,8
2022200227,2023-02-04,2022-23,SBL,GLI,119,107,226,1,12
2022200225,2023-02-04,2022-23,IWA,AUS,128,134,262,0,-6
0022200798,2023-02-04,2022-23,NOP,LAL,131,126,257,1,5
2022200223,2023-02-04,2022-23,LIN,MCC,123,121,244,1,2
0022200800,2023-02-04,2022-23,GSW,DAL,119,113,232,1,6
2022200220,2023-02-04,2022-23,OKL,STO,119,105,224,1,14
0022200793,2023-02-04,2022-23,BKN,WAS,125,123,248,1,2
0022200801,2023-02-04,2022-23,DEN,ATL,128,108,236,1,20
2022200221,2023-02-04,2022-23,RAP,CLC,124,118,242,1,6
0022200794,2023-02-04,2022-23,DET,PHX,100,116,216,0,-16
2022200226,2023-02-04,2022-23,MHU,DEL,120,129,249,0,-9
2022200228,2023-02-04,2022-23,SLC,RGV,131,125,256,1,6
2022200224,2023-02-04,2022-23,MNE,CPS,132,108,240,1,24
0022200804,2023-02-05,2022-23,NYK,PHI,108,97,205,1,11
2022200232,2023-02-05,2022-23,SXF,BHM,120,111,231,1,9
0022200806,2023-02-05,2022-23,MIN,DEN,128,98,226,1,30
0022200802,2023-02-05,2022-23,CHA,ORL,113,119,232,0,-6
0022200803,2023-02-05,2022-23,IND,CLE,103,122,225,0,-19
2022200229,2023-02-05,2022-23,OSC,MXC,121,122,243,0,-1
2022200233,2023-02-05,2022-23,ONT,SBL,123,122,245,1,1
0022200805,2023-02-05,2022-23,MEM,TOR,103,106,209,0,-3
0022200807,2023-02-05,2022-23,NOP,SAC,136,104,240,1,32
2022200231,2023-02-05,2022-23,IWA,AUS,141,110,251,1,31
2022200230,2023-02-05,2022-23,GBO,WCB,133,122,255,1,11
2022200234,2023-02-06,2022-23,FWN,CCG,123,126,249,0,-3
0022200810,2023-02-06,2022-23,BKN,LAC,116,124,240,0,-8
2022200236,2023-02-06,2022-23,CPS,WES,126,112,238,1,14
0022200809,2023-02-06,2022-23,WAS,CLE,91,114,205,0,-23
2022200238,2023-02-06,2022-23,RAP,MNE,112,115,227,0,-3
0022200814,2023-02-06,2022-23,GSW,OKC,141,114,255,1,27
2022200235,2023-02-06,2022-23,CLC,DEL,99,110,209,0,-11
0022200815,2023-02-06,2022-23,POR,MIL,108,127,235,0,-19
0022200813,2023-02-06,2022-23,UTA,DAL,111,124,235,0,-13
2022200237,2023-02-06,2022-23,MCC,STO,102,116,218,0,-14
0022200811,2023-02-06,2022-23,CHI,SAS,128,104,232,1,24
0022200808,2023-02-06,2022-23,DET,BOS,99,111,210,0,-12
0022200812,2023-02-06,2022-23,HOU,SAC,120,140,260,0,-20
0022200816,2023-02-07,2022-23,ORL,NYK,98,102,200,0,-4
2022200241,2023-02-07,2022-23,WIS,SCW,104,122,226,0,-18
0022200821,2023-02-07,2022-23,LAL,OKC,130,133,263,0,-3
0022200818,2023-02-07,2022-23,NOP,ATL,116,107,223,1,9
0022200820,2023-02-07,2022-23,DEN,MIN,146,112,258,1,34
2022200240,2023-02-07,2022-23,LIN,SXF,112,92,204,1,20
0022200819,2023-02-07,2022-23,MEM,CHI,104,89,193,1,15
2022200242,2023-02-07,2022-23,MHU,BHM,129,99,228,1,30
0022200817,2023-02-07,2022-23,BKN,PHX,112,116,228,0,-4
2022200239,2023-02-07,2022-23,IWA,MXC,113,114,227,0,-1
2022200249,2023-02-08,2022-23,LIN,SXF,130,95,225,1,35
0022200822,2023-02-08,2022-23,CLE,DET,113,85,198,1,28
0022200823,2023-02-08,2022-23,WAS,CHA,118,104,222,1,14
2022200245,2023-02-08,2022-23,FWN,OKL,133,119,252,1,14
2022200247,2023-02-08,2022-23,GRG,STO,92,119,211,0,-27
0022200828,2023-02-08,2022-23,UTA,MIN,118,143,261,0,-25
0022200825,2023-02-08,2022-23,MIA,IND,116,111,227,1,5
2022200244,2023-02-08,2022-23,RAP,MNE,117,126,243,0,-9
2022200250,2023-02-08,2022-23,AUS,GLI,99,106,205,0,-7
0022200827,2023-02-08,2022-23,HOU,SAC,128,130,258,0,-2
0022200826,2023-02-08,2022-23,TOR,SAS,112,98,210,1,14
2022200243,2023-02-08,2022-23,CLC,DEL,112,122,234,0,-10
2022200248,2023-02-08,2022-23,GBO,SLC,119,128,247,0,-9
0022200829,2023-02-08,2022-23,LAC,DAL,104,110,214,0,-6
2022200246,2023-02-08,2022-23,CPS,WES,121,107,228,1,14
0022200824,2023-02-08,2022-23,BOS,PHI,106,99,205,1,7
0022200830,2023-02-08,2022-23,POR,GSW,125,122,247,1,3
2022200252,2023-02-09,2022-23,WCB,SCW,116,112,228,1,4
2022200253,2023-02-09,2022-23,ONT,SBL,117,122,239,0,-5
0022200833,2023-02-09,2022-23,BKN,CHI,116,105,221,1,11
0022200834,2023-02-09,2022-23,LAL,MIL,106,115,221,0,-9
0022200832,2023-02-09,2022-23,ATL,PHX,116,107,223,1,9
2022200251,2023-02-09,2022-23,MHU,MXC,111,99,210,1,12
0022200831,2023-02-09,2022-23,ORL,DEN,115,104,219,1,11
2022200255,2023-02-09,2022-23,IWA,TEX,121,130,251,0,-9
2022200254,2023-02-09,2022-23,GRG,STO,113,97,210,1,16
2022200258,2023-02-10,2022-23,OSC,SLC,115,124,239,0,-9
2022200256,2023-02-10,2022-23,CCG,WIS,130,141,271,0,-11
2022200261,2023-02-10,2022-23,WES,SXF,96,114,210,0,-18
0022200840,2023-02-10,2022-23,MIA,HOU,97,95,192,1,2
0022200835,2023-02-10,2022-23,DET,SAS,138,131,269,1,7
2022200262,2023-02-10,2022-23,AUS,GLI,116,82,198,1,34
2022200260,2023-02-10,2022-23,MCC,OKL,117,113,230,1,4
0022200837,2023-02-10,2022-23,PHI,NYK,119,108,227,1,11
0022200841,2023-02-10,2022-23,MEM,MIN,128,107,235,1,21
2022200257,2023-02-10,2022-23,GBO,FWN,138,137,275,1,1
0022200842,2023-02-10,2022-23,NOP,CLE,107,118,225,0,-11
2022200259,2023-02-10,2022-23,MNE,CLC,110,84,194,1,26
0022200845,2023-02-10,2022-23,LAC,MIL,106,119,225,0,-13
0022200843,2023-02-10,2022-23,POR,OKC,129,138,267,0,-9
0022200839,2023-02-10,2022-23,TOR,UTA,116,122,238,0,-6
0022200838,2023-02-10,2022-23,BOS,CHA,127,116,243,1,11
0022200836,2023-02-10,2022-23,IND,PHX,104,117,221,0,-13
0022200844,2023-02-10,2022-23,SAC,DAL,114,122,236,0,-8
2022200265,2023-02-11,2022-23,OSC,SLC,126,116,242,1,10
0022200850,2023-02-11,2022-23,ATL,SAS,125,106,231,1,19
2022200268,2023-02-11,2022-23,AUS,BHM,113,120,233,0,-7
2022200267,2023-02-11,2022-23,MCC,OKL,99,95,194,1,4
0022200853,2023-02-11,2022-23,GSW,LAL,103,109,212,0,-6
2022200264,2023-02-11,2022-23,CPS,LIN,107,120,227,0,-13
2022200269,2023-02-11,2022-23,WCB,SCW,98,112,210,0,-14
0022200846,2023-02-11,2022-23,BKN,PHI,98,101,199,0,-3
2022200270,2023-02-11,2022-23,TEX,GLI,107,89,196,1,18
0022200848,2023-02-11,2022-23,ORL,MIA,103,107,210,0,-4
0022200849,2023-02-11,2022-23,WAS,IND,127,113,240,1,14
0022200851,2023-02-11,2022-23,NYK,UTA,126,120,246,1,6
2022200266,2023-02-11,2022-23,MNE,CLC,116,105,221,1,11
0022200852,2023-02-11,2022-23,CLE,CHI,97,89,186,1,8
0022200854,2023-02-11,2022-23,SAC,DAL,133,128,261,1,5
2022200263,2023-02-11,2022-23,DEL,WIS,166,139,305,1,27
0022200847,2023-02-11,2022-23,CHA,DEN,105,119,224,0,-14
0022200855,2023-02-12,2022-23,BOS,MEM,119,109,228,1,10
2022200271,2023-02-12,2022-23,FWN,SBL,102,124,226,0,-22
2022200272,2023-02-12,2022-23,WES,RAP,123,124,247,0,-1
2022200273,2023-02-12,2022-23,IWA,STO,108,132,240,0,-24
0022200856,2023-02-12,2022-23,TOR,DET,119,118,237,1,1
0022200859,2023-02-13,2022-23,IND,UTA,117,123,240,0,-6
0022200858,2023-02-13,2022-23,CLE,SAS,117,109,226,1,8
0022200860,2023-02-13,2022-23,PHI,HOU,123,104,227,1,19
2022200278,2023-02-13,2022-23,GRG,WCB,112,115,227,0,-3
2022200279,2023-02-13,2022-23,MCC,GBO,119,104,223,1,15
0022200862,2023-02-13,2022-23,NYK,BKN,124,106,230,1,18
2022200276,2023-02-13,2022-23,OKL,MHU,113,133,246,0,-20
2022200280,2023-02-13,2022-23,WES,RAP,113,104,217,1,9
2022200281,2023-02-13,2022-23,SLC,SXF,124,115,239,1,9
0022200861,2023-02-13,2022-23,MIA,DEN,108,112,220,0,-4
0022200866,2023-02-13,2022-23,GSW,WAS,135,126,261,1,9
2022200277,2023-02-13,2022-23,DEL,CPS,130,104,234,1,26
0022200863,2023-02-13,2022-23,CHI,ORL,91,100,191,0,-9
0022200857,2023-02-13,2022-23,CHA,ATL,144,138,282,1,6
2022200275,2023-02-13,2022-23,IWA,STO,119,109,228,1,10
0022200867,2023-02-13,2022-23,POR,LAL,127,115,242,1,12
0022200865,2023-02-13,2022-23,DAL,MIN,121,124,245,0,-3
2022200274,2023-02-13,2022-23,FWN,SBL,132,128,260,1,4
0022200864,2023-02-13,2022-23,OKC,NOP,100,103,203,0,-3
0022200872,2023-02-14,2022-23,POR,WAS,101,126,227,0,-25
0022200871,2023-02-14,2022-23,LAC,GSW,134,124,258,1,10
0022200868,2023-02-14,2022-23,TOR,ORL,123,113,236,1,10
0022200870,2023-02-14,2022-23,PHX,SAC,120,109,229,1,11
2022200284,2023-02-14,2022-23,ONT,TEX,107,101,208,1,6
2022200282,2023-02-14,2022-23,CLC,WIS,128,120,248,1,8
0022200869,2023-02-14,2022-23,MIL,BOS,131,125,256,1,6
2022200283,2023-02-14,2022-23,GRG,WCB,115,108,223,1,7
2022200287,2023-02-15,2022-23,FWN,CPS,141,135,276,1,6
0022200876,2023-02-15,2022-23,ATL,NYK,101,122,223,0,-21
0022200877,2023-02-15,2022-23,BOS,DET,127,109,236,1,18
2022200289,2023-02-15,2022-23,CLC,SBL,95,114,209,0,-19
