season,game_id,date,matchup,away_team,away_abbr,away_score,away_win,away_fg_pct,away_fg3_pct,away_ft_pct,away_rebounds,away_assists,away_turnovers,home_team,home_abbr,home_score,home_win,home_fg_pct,home_fg3_pct,home_ft_pct,home_rebounds,home_assists,home_turnovers,total_points,point_differential
2024,0022400118,2024-10-30,CLE vs. LAL,Los Angeles Lakers,LAL,110,False,0.494,0.214,0.848,37,21,20,Cleveland Cavaliers,CLE,134,True,0.577,0.415,0.625,36,37,12,244,24
2024,0022400121,2024-10-30,WAS vs. ATL,Atlanta Hawks,ATL,120,False,0.474,0.308,0.857,41,28,15,Washington Wizards,WAS,133,True,0.528,0.421,0.92,37,32,14,253,13
2024,0022400127,2024-10-30,POR @ LAC,Portland Trail Blazers,POR,106,True,0.446,0.424,0.833,47,19,12,LA Clippers,LAC,105,False,0.456,0.361,0.556,49,26,13,211,1
2024,0022400126,2024-10-30,GSW vs. NOP,New Orleans Pelicans,NOP,89,False,0.367,0.306,0.6,49,24,14,Golden State Warriors,GSW,104,True,0.471,0.342,0.692,42,32,13,193,15
2024,0022400122,2024-10-30,MIA vs. NYK,New York Knicks,NYK,116,True,0.488,0.45,0.9,42,30,9,Miami Heat,MIA,107,False,0.457,0.425,0.667,39,27,10,223,9
2024,0022400119,2024-10-30,BOS @ IND,Boston Celtics,BOS,132,False,0.404,0.333,0.806,51,23,14,Indiana Pacers,IND,135,True,0.481,0.395,0.833,57,33,18,267,3
2024,0022400117,2024-10-30,CHA vs. TOR,Toronto Raptors,TOR,133,False,0.571,0.321,0.667,41,37,14,Charlotte Hornets,CHA,138,True,0.521,0.444,0.8,38,31,15,271,5
2024,0022400124,2024-10-30,MEM vs. BKN,Brooklyn Nets,BKN,119,True,0.513,0.366,0.88,34,27,15,Memphis Grizzlies,MEM,106,False,0.469,0.296,0.759,38,27,22,225,13
2024,0022400125,2024-10-30,OKC vs. SAS,San Antonio Spurs,SAS,93,False,0.412,0.333,0.846,52,22,22,Oklahoma City Thunder,OKC,105,True,0.461,0.415,0.75,39,28,10,198,12
2024,0022400123,2024-10-30,ORL @ CHI,Orlando Magic,ORL,99,False,0.407,0.239,0.9,42,25,12,Chicago Bulls,CHI,102,True,0.429,0.382,0.68,54,23,14,201,3
2024,0022400130,2024-10-31,SAS @ UTA,San Antonio Spurs,SAS,106,True,0.413,0.279,0.783,42,25,11,Utah Jazz,UTA,88,False,0.39,0.219,0.895,53,19,26,194,18
2024,0022400131,2024-10-31,PHX @ LAC,Phoenix Suns,PHX,125,True,0.512,0.462,0.821,39,29,12,LA Clippers,LAC,119,False,0.484,0.343,0.81,48,27,14,244,6
2024,0022400128,2024-10-31,MEM vs. MIL,Milwaukee Bucks,MIL,99,False,0.427,0.214,0.421,38,20,10,Memphis Grizzlies,MEM,122,True,0.524,0.286,0.903,56,26,16,221,23
2024,0022400129,2024-10-31,HOU @ DAL,Houston Rockets,HOU,108,True,0.412,0.235,0.741,50,21,8,Dallas Mavericks,DAL,102,False,0.459,0.333,0.7,37,21,10,210,6
2024,0022400137,2024-11-01,LAL @ TOR,Los Angeles Lakers,LAL,131,True,0.477,0.344,0.878,43,29,10,Toronto Raptors,TOR,125,False,0.486,0.286,0.846,44,35,11,256,6
2024,0022400140,2024-11-01,OKC @ POR,Oklahoma City Thunder,OKC,137,True,0.537,0.388,0.842,45,31,13,Portland Trail Blazers,POR,114,False,0.47,0.429,0.677,36,27,19,251,23
2024,0022400138,2024-11-01,NOP vs. IND,Indiana Pacers,IND,118,False,0.517,0.421,0.769,39,35,14,New Orleans Pelicans,NOP,125,True,0.485,0.387,0.789,46,28,6,243,7
2024,0022400132,2024-11-01,BOS @ CHA,Boston Celtics,BOS,124,True,0.477,0.31,0.829,41,21,10,Charlotte Hornets,CHA,109,False,0.462,0.396,0.5,42,20,14,233,15
2024,0022400135,2024-11-01,SAC @ ATL,Sacramento Kings,SAC,123,True,0.483,0.333,0.867,51,28,14,Atlanta Hawks,ATL,115,False,0.446,0.38,0.778,40,30,13,238,8
2024,0022400136,2024-11-01,CHI @ BKN,Chicago Bulls,CHI,112,False,0.432,0.386,0.792,44,24,16,Brooklyn Nets,BKN,120,True,0.521,0.306,0.846,46,34,10,232,8
2024,0022400134,2024-11-01,NYK @ DET,New York Knicks,NYK,128,True,0.515,0.474,0.6,45,31,9,Detroit Pistons,DET,98,False,0.506,0.324,0.714,38,23,22,226,30
2024,0022400133,2024-11-01,CLE vs. ORL,Orlando Magic,ORL,109,False,0.456,0.333,0.667,39,26,14,Cleveland Cavaliers,CLE,120,True,0.506,0.395,0.85,49,25,12,229,11
2024,0022400139,2024-11-01,DEN @ MIN,Denver Nuggets,DEN,116,False,0.446,0.344,0.793,46,30,13,Minnesota Timberwolves,MIN,119,True,0.518,0.429,0.833,38,34,16,235,3
2024,0022400149,2024-11-02,POR @ PHX,Portland Trail Blazers,POR,97,False,0.333,0.326,0.818,56,17,6,Phoenix Suns,PHX,103,True,0.376,0.327,0.727,63,29,12,200,6
2024,0022400146,2024-11-02,SAS vs. MIN,Minnesota Timberwolves,MIN,103,False,0.476,0.297,0.7,32,21,12,San Antonio Spurs,SAS,113,True,0.518,0.31,0.824,44,32,11,216,10
2024,0022400141,2024-11-02,BOS @ CHA,Boston Celtics,BOS,113,True,0.439,0.308,0.893,44,23,15,Charlotte Hornets,CHA,103,False,0.44,0.405,0.667,34,24,13,216,10
2024,0022400150,2024-11-02,OKC @ LAC,Oklahoma City Thunder,OKC,105,True,0.429,0.41,0.895,41,25,12,LA Clippers,LAC,92,False,0.405,0.314,0.654,50,23,20,197,13
2024,0022400142,2024-11-02,PHI vs. MEM,Memphis Grizzlies,MEM,124,True,0.552,0.444,0.762,52,35,16,Philadelphia 76ers,PHI,107,False,0.404,0.413,0.8,33,22,14,231,17
2024,0022400148,2024-11-02,UTA @ DEN,Utah Jazz,UTA,103,False,0.416,0.31,0.839,39,24,22,Denver Nuggets,DEN,129,True,0.485,0.5,0.739,52,33,17,232,26
2024,0022400144,2024-11-02,GSW @ HOU,Golden State Warriors,GSW,127,True,0.513,0.469,0.64,47,26,14,Houston Rockets,HOU,121,False,0.411,0.333,0.75,49,27,11,248,6
2024,0022400145,2024-11-02,CLE @ MIL,Cleveland Cavaliers,CLE,114,True,0.484,0.395,0.733,45,31,7,Milwaukee Bucks,MIL,113,False,0.483,0.462,0.6,45,24,13,227,1
2024,0022400143,2024-11-02,SAC @ TOR,Sacramento Kings,SAC,128,False,0.46,0.25,0.813,49,21,18,Toronto Raptors,TOR,131,True,0.484,0.459,0.71,46,31,19,259,3
2024,0022400153,2024-11-03,DAL vs. ORL,Orlando Magic,ORL,85,False,0.333,0.195,0.789,43,19,14,Dallas Mavericks,DAL,108,True,0.494,0.313,0.609,53,25,18,193,23
2024,0022400151,2024-11-03,BKN vs. DET,Detroit Pistons,DET,106,True,0.481,0.306,0.808,47,25,17,Brooklyn Nets,BKN,92,False,0.451,0.29,0.613,27,23,13,198,14
2024,0022400152,2024-11-03,NOP vs. ATL,Atlanta Hawks,ATL,126,True,0.568,0.417,0.917,41,29,16,New Orleans Pelicans,NOP,111,False,0.433,0.421,0.85,43,22,18,237,15
2024,0022400161,2024-11-04,NYK @ HOU,New York Knicks,NYK,97,False,0.386,0.393,0.857,39,20,10,Houston Rockets,HOU,109,True,0.489,0.242,0.833,50,21,10,206,12
2024,0022400166,2024-11-04,TOR @ DEN,Toronto Raptors,TOR,119,False,0.456,0.333,0.667,41,38,13,Denver Nuggets,DEN,121,True,0.494,0.323,0.763,44,29,17,240,2
2024,0022400165,2024-11-04,IND @ DAL,Indiana Pacers,IND,134,True,0.568,0.406,0.65,46,30,9,Dallas Mavericks,DAL,127,False,0.517,0.417,0.8,38,29,8,261,7
2024,0022400156,2024-11-04,DET vs. LAL,Los Angeles Lakers,LAL,103,False,0.435,0.36,0.741,37,28,13,Detroit Pistons,DET,115,True,0.469,0.235,0.773,55,22,12,218,12
2024,0022400162,2024-11-04,CHA @ MIN,Charlotte Hornets,CHA,93,False,0.398,0.238,0.813,38,19,14,Minnesota Timberwolves,MIN,114,True,0.494,0.474,0.692,45,23,15,207,21
2024,0022400168,2024-11-04,LAC vs. SAS,San Antonio Spurs,SAS,104,False,0.442,0.268,0.895,45,22,10,LA Clippers,LAC,113,True,0.456,0.514,0.706,44,25,10,217,9
2024,0022400158,2024-11-04,BKN vs. MEM,Memphis Grizzlies,MEM,104,False,0.473,0.267,0.769,44,29,14,Brooklyn Nets,BKN,106,True,0.476,0.361,0.722,37,28,13,210,2
2024,0022400167,2024-11-04,PHX vs. PHI,Philadelphia 76ers,PHI,116,False,0.46,0.392,0.889,38,27,14,Phoenix Suns,PHX,118,True,0.512,0.344,0.885,43,24,14,234,2
2024,0022400160,2024-11-04,UTA @ CHI,Utah Jazz,UTA,135,True,0.539,0.444,0.767,49,35,12,Chicago Bulls,CHI,126,False,0.474,0.378,0.88,36,36,9,261,9
2024,0022400163,2024-11-04,ORL @ OKC,Orlando Magic,ORL,86,False,0.354,0.147,0.852,41,20,18,Oklahoma City Thunder,OKC,102,True,0.459,0.387,0.75,42,23,15,188,16
2024,0022400159,2024-11-04,SAC @ MIA,Sacramento Kings,SAC,111,True,0.512,0.37,0.867,39,23,12,Miami Heat,MIA,110,False,0.435,0.417,0.7,36,24,10,221,1
2024,0022400155,2024-11-04,WAS vs. GSW,Golden State Warriors,GSW,125,True,0.454,0.324,0.735,56,29,6,Washington Wizards,WAS,112,False,0.438,0.233,0.857,47,29,9,237,13
2024,0022400157,2024-11-04,ATL vs. BOS,Boston Celtics,BOS,123,True,0.485,0.327,0.692,50,27,12,Atlanta Hawks,ATL,93,False,0.416,0.194,0.813,43,23,19,216,30
2024,0022400154,2024-11-04,MIL @ CLE,Milwaukee Bucks,MIL,114,False,0.488,0.486,0.867,49,21,14,Cleveland Cavaliers,CLE,116,True,0.505,0.459,0.538,39,28,10,230,2
2024,0022400164,2024-11-04,POR @ NOP,Portland Trail Blazers,POR,118,True,0.548,0.345,0.667,38,21,11,New Orleans Pelicans,NOP,100,False,0.452,0.286,0.875,34,24,12,218,18
2024,0022400175,2024-11-06,CLE @ NOP,Cleveland Cavaliers,CLE,131,True,0.542,0.486,0.769,46,33,11,New Orleans Pelicans,NOP,122,False,0.477,0.481,0.893,33,21,9,253,9
2024,0022400178,2024-11-06,MIA @ PHX,Miami Heat,MIA,112,False,0.435,0.382,0.95,43,27,10,Phoenix Suns,PHX,115,True,0.5,0.419,0.722,46,29,16,227,3
2024,0022400177,2024-11-06,OKC @ DEN,Oklahoma City Thunder,OKC,122,False,0.44,0.4,0.783,47,29,14,Denver Nuggets,DEN,124,True,0.472,0.421,0.727,55,34,18,246,2
2024,0022400170,2024-11-06,ORL @ IND,Orlando Magic,ORL,111,False,0.512,0.28,0.769,38,26,16,Indiana Pacers,IND,118,True,0.539,0.462,0.923,36,21,11,229,7
2024,0022400171,2024-11-06,ATL vs. NYK,New York Knicks,NYK,116,False,0.488,0.468,0.8,41,29,15,Atlanta Hawks,ATL,121,True,0.45,0.395,0.727,48,31,8,237,5
2024,0022400169,2024-11-06,CHA vs. DET,Detroit Pistons,DET,107,False,0.489,0.313,0.556,46,34,10,Charlotte Hornets,CHA,108,True,0.433,0.318,1.0,47,22,12,215,1
2024,0022400174,2024-11-06,LAL @ MEM,Los Angeles Lakers,LAL,114,False,0.441,0.313,0.81,37,23,11,Memphis Grizzlies,MEM,131,True,0.516,0.5,0.783,50,28,18,245,17
2024,0022400172,2024-11-06,GSW @ BOS,Golden State Warriors,GSW,118,True,0.462,0.412,0.833,53,22,11,Boston Celtics,BOS,112,False,0.422,0.352,0.81,47,22,12,230,6
2024,0022400176,2024-11-06,CHI @ DAL,Chicago Bulls,CHI,99,False,0.419,0.286,0.652,51,25,22,Dallas Mavericks,DAL,119,True,0.484,0.316,0.81,47,33,15,218,20
2024,0022400173,2024-11-06,HOU vs. SAS,San Antonio Spurs,SAS,100,False,0.446,0.389,0.75,41,20,19,Houston Rockets,HOU,127,True,0.563,0.37,0.6,45,28,11,227,27
2024,0022400180,2024-11-06,SAC vs. TOR,Toronto Raptors,TOR,107,False,0.489,0.294,0.733,34,25,11,Sacramento Kings,SAC,122,True,0.467,0.286,0.875,47,26,9,229,15
2024,0022400179,2024-11-06,PHI @ LAC,Philadelphia 76ers,PHI,98,False,0.548,0.28,0.579,32,19,20,LA Clippers,LAC,110,True,0.569,0.429,0.842,29,27,17,208,12
2024,0022400182,2024-11-07,UTA @ MIL,Utah Jazz,UTA,100,False,0.429,0.415,0.944,39,24,21,Milwaukee Bucks,MIL,123,True,0.512,0.429,0.733,41,20,10,223,23
2024,0022400183,2024-11-07,POR @ SAS,Portland Trail Blazers,POR,105,False,0.477,0.281,0.636,41,23,14,San Antonio Spurs,SAS,118,True,0.537,0.41,0.778,45,35,15,223,13
2024,0022400181,2024-11-07,MIN @ CHI,Minnesota Timberwolves,MIN,135,True,0.548,0.421,1.0,40,29,13,Chicago Bulls,CHI,119,False,0.534,0.417,0.667,32,30,13,254,16
2024,0022400192,2024-11-08,HOU @ OKC,Houston Rockets,HOU,107,False,0.433,0.367,0.692,48,19,17,Oklahoma City Thunder,OKC,126,True,0.511,0.378,0.87,41,24,10,233,19
2024,0022400196,2024-11-08,SAC vs. LAC,LA Clippers,LAC,107,True,0.444,0.467,0.913,48,20,18,Sacramento Kings,SAC,98,False,0.474,0.115,0.875,35,19,13,205,9
2024,0022400195,2024-11-08,PHI @ LAL,Philadelphia 76ers,PHI,106,False,0.406,0.333,0.652,44,28,5,Los Angeles Lakers,LAL,116,True,0.518,0.457,0.857,45,28,11,222,10
2024,0022400186,2024-11-08,NOP @ ORL,New Orleans Pelicans,NOP,88,False,0.381,0.323,0.824,31,18,15,Orlando Magic,ORL,115,True,0.523,0.25,0.81,43,28,13,203,27
2024,0022400193,2024-11-08,POR @ MIN,Portland Trail Blazers,POR,102,False,0.429,0.24,0.75,37,13,16,Minnesota Timberwolves,MIN,127,True,0.485,0.44,0.786,49,32,17,229,25
2024,0022400190,2024-11-08,PHX @ DAL,Phoenix Suns,PHX,114,True,0.5,0.385,0.722,37,26,8,Dallas Mavericks,DAL,113,False,0.513,0.333,0.909,39,18,11,227,1
2024,0022400188,2024-11-08,CLE vs. GSW,Golden State Warriors,GSW,117,False,0.48,0.31,0.714,40,32,17,Cleveland Cavaliers,CLE,136,True,0.541,0.476,0.857,43,33,19,253,19
2024,0022400191,2024-11-08,WAS @ MEM,Washington Wizards,WAS,104,False,0.409,0.257,0.826,41,27,18,Memphis Grizzlies,MEM,128,True,0.474,0.326,0.88,50,30,17,232,24
2024,0022400185,2024-11-08,DET vs. ATL,Atlanta Hawks,ATL,121,False,0.454,0.417,0.783,44,30,17,Detroit Pistons,DET,122,True,0.512,0.394,0.677,45,27,20,243,1
2024,0022400189,2024-11-08,MIL @ NYK,Milwaukee Bucks,MIL,94,False,0.434,0.233,0.652,41,20,12,New York Knicks,NYK,116,True,0.473,0.304,0.842,48,35,7,210,22
2024,0022400184,2024-11-08,IND @ CHA,Indiana Pacers,IND,83,False,0.398,0.31,0.571,37,24,12,Charlotte Hornets,CHA,103,True,0.422,0.34,0.833,56,23,14,186,20
2024,0022400187,2024-11-08,BOS vs. BKN,Brooklyn Nets,BKN,104,False,0.41,0.263,0.8,51,24,12,Boston Celtics,BOS,108,True,0.433,0.264,0.842,39,23,13,212,4
2024,0022400194,2024-11-08,MIA @ DEN,Miami Heat,MIA,122,False,0.489,0.465,0.769,33,33,11,Denver Nuggets,DEN,135,True,0.617,0.514,0.895,39,37,17,257,13
2024,0022400197,2024-11-09,UTA @ SAS,Utah Jazz,UTA,111,True,0.463,0.303,0.714,45,23,17,San Antonio Spurs,SAS,110,False,0.447,0.362,0.895,37,29,20,221,1
2024,0022400200,2024-11-09,LAC vs. TOR,Toronto Raptors,TOR,103,False,0.421,0.297,0.571,44,26,10,LA Clippers,LAC,105,True,0.461,0.385,0.781,47,18,12,208,2
2024,0022400198,2024-11-09,ATL vs. CHI,Chicago Bulls,CHI,125,True,0.5,0.333,0.87,47,30,17,Atlanta Hawks,ATL,113,False,0.461,0.31,0.733,39,31,13,238,12
