season,game_id,date,matchup,away_team,away_abbr,away_score,away_win,away_fg_pct,away_fg3_pct,away_ft_pct,away_rebounds,away_assists,away_turnovers,home_team,home_abbr,home_score,home_win,home_fg_pct,home_fg3_pct,home_ft_pct,home_rebounds,home_assists,home_turnovers,total_points,point_differential
2024,0022400398,2024-12-23,CHI vs. MIL,Milwaukee Bucks,MIL,112,True,0.46,0.419,0.824,49,24,13,Chicago Bulls,CHI,91,False,0.4,0.208,0.75,46,27,15,203,21
2024,0022400393,2024-12-23,ORL vs. BOS,Boston Celtics,BOS,104,False,0.44,0.242,0.815,41,13,18,Orlando Magic,ORL,108,True,0.446,0.394,1.0,42,26,20,212,4
2024,0022400407,2024-12-25,PHI @ BOS,Philadelphia 76ers,PHI,118,True,0.466,0.425,1.0,39,28,6,Boston Celtics,BOS,114,False,0.453,0.408,0.615,51,24,13,232,4
2024,0022400405,2024-12-25,SAS @ NYK,San Antonio Spurs,SAS,114,False,0.506,0.421,0.824,45,33,15,New York Knicks,NYK,117,True,0.45,0.333,0.875,47,26,5,231,3
2024,0022400409,2024-12-25,PHX vs. DEN,Denver Nuggets,DEN,100,False,0.462,0.276,0.714,46,20,16,Phoenix Suns,PHX,110,True,0.466,0.306,0.85,42,31,7,210,10
2024,0022400406,2024-12-25,DAL vs. MIN,Minnesota Timberwolves,MIN,105,True,0.465,0.438,0.846,46,23,10,Dallas Mavericks,DAL,99,False,0.414,0.372,1.0,43,15,12,204,6
2024,0022400408,2024-12-25,LAL @ GSW,Los Angeles Lakers,LAL,115,True,0.451,0.357,1.0,41,30,9,Golden State Warriors,GSW,113,False,0.461,0.4,0.765,44,26,12,228,2
2024,0022400417,2024-12-26,POR vs. UTA,Utah Jazz,UTA,120,False,0.477,0.5,0.68,46,26,13,Portland Trail Blazers,POR,122,True,0.506,0.395,0.773,43,26,11,242,2
2024,0022400410,2024-12-26,IND vs. OKC,Oklahoma City Thunder,OKC,120,True,0.463,0.351,0.792,45,20,3,Indiana Pacers,IND,114,False,0.472,0.389,0.727,51,28,11,234,6
2024,0022400418,2024-12-26,SAC vs. DET,Detroit Pistons,DET,114,True,0.418,0.386,0.84,44,25,10,Sacramento Kings,SAC,113,False,0.476,0.359,0.808,44,20,14,227,1
2024,0022400412,2024-12-26,WAS vs. CHA,Charlotte Hornets,CHA,110,False,0.436,0.405,0.786,50,31,18,Washington Wizards,WAS,113,True,0.429,0.318,0.75,43,25,11,223,3
2024,0022400414,2024-12-26,TOR @ MEM,Toronto Raptors,TOR,126,False,0.454,0.326,0.778,40,39,15,Memphis Grizzlies,MEM,155,True,0.532,0.4,0.724,63,36,17,281,29
2024,0022400415,2024-12-26,MIL vs. BKN,Brooklyn Nets,BKN,111,True,0.476,0.421,0.773,38,25,21,Milwaukee Bucks,MIL,105,False,0.494,0.395,0.667,39,23,22,216,6
2024,0022400411,2024-12-26,ORL vs. MIA,Miami Heat,MIA,89,True,0.408,0.5,0.857,35,21,20,Orlando Magic,ORL,88,False,0.442,0.172,0.833,42,14,21,177,1
2024,0022400416,2024-12-26,HOU @ NOP,Houston Rockets,HOU,128,True,0.474,0.383,0.783,54,19,15,New Orleans Pelicans,NOP,111,False,0.434,0.324,0.722,44,29,13,239,17
2024,0022400413,2024-12-26,ATL vs. CHI,Chicago Bulls,CHI,133,False,0.541,0.512,0.833,36,36,14,Atlanta Hawks,ATL,141,True,0.517,0.378,0.941,44,32,12,274,8
2024,2022400010,2024-12-27,MXC vs. IWA,Iowa Wolves,IWA,94,False,0.442,0.357,0.364,43,19,13,Mexico City Capitanes,MXC,105,True,0.427,0.289,0.818,51,25,13,199,11
2024,2022400012,2024-12-27,MHU @ SDC,Memphis Hustle,MHU,117,False,0.41,0.286,0.722,65,22,27,San Diego Clippers,SDC,124,True,0.484,0.222,0.714,41,25,9,241,7
2024,2022400007,2024-12-27,CPS @ OSC,College Park Skyhawks,CPS,107,False,0.421,0.356,0.857,44,23,11,Osceola Magic,OSC,115,True,0.457,0.409,0.9,50,31,16,222,8
2024,2022400008,2024-12-27,MCC @ WES,Motor City Cruise,MCC,138,True,0.529,0.378,1.0,53,33,19,Westchester Knicks,WES,117,False,0.409,0.362,0.455,52,28,17,255,21
2024,2022400002,2024-12-27,IMA vs. SLC,Salt Lake City Stars,SLC,116,False,0.433,0.372,0.75,44,23,12,Indiana Mad Ants,IMA,127,True,0.511,0.441,0.737,51,32,15,243,11
2024,0022400422,2024-12-27,MIN @ HOU,Minnesota Timberwolves,MIN,113,True,0.506,0.488,0.5,40,25,14,Houston Rockets,HOU,112,False,0.489,0.333,0.632,47,19,13,225,1
2024,0022400425,2024-12-27,PHX vs. DAL,Dallas Mavericks,DAL,98,True,0.438,0.353,0.941,41,24,15,Phoenix Suns,PHX,89,False,0.386,0.371,0.667,42,23,13,187,9
2024,0022400424,2024-12-27,DEN vs. CLE,Cleveland Cavaliers,CLE,149,True,0.563,0.479,0.818,38,40,10,Denver Nuggets,DEN,135,False,0.564,0.484,0.778,38,39,13,284,14
2024,2022400001,2024-12-27,RAP vs. BHM,Birmingham Squadron,BHM,111,True,0.488,0.349,0.538,53,29,23,Raptors 905,RAP,108,False,0.406,0.189,0.647,43,26,12,219,3
2024,0022400420,2024-12-27,IND @ BOS,Indiana Pacers,IND,105,False,0.418,0.282,0.72,39,27,12,Boston Celtics,BOS,142,True,0.511,0.411,0.862,52,31,10,247,37
2024,2022400009,2024-12-27,RGV vs. SCW,Santa Cruz Warriors,SCW,115,True,0.449,0.35,0.615,53,31,17,Rio Grande Valley Vipers,RGV,109,False,0.495,0.355,0.286,51,28,21,224,6
2024,0022400423,2024-12-27,MEM @ NOP,Memphis Grizzlies,MEM,132,True,0.472,0.415,0.886,42,30,16,New Orleans Pelicans,NOP,124,False,0.448,0.289,0.931,45,30,17,256,8
2024,2022400006,2024-12-27,GBO vs. WIS,Wisconsin Herd,WIS,86,False,0.383,0.438,0.545,48,18,22,Greensboro Swarm,GBO,122,True,0.474,0.459,0.75,53,27,9,208,36
2024,2022400005,2024-12-27,GRG vs. MNE,Maine Celtics,MNE,103,False,0.41,0.455,0.667,43,17,19,Grand Rapids Gold,GRG,120,True,0.516,0.471,1.0,41,27,19,223,17
2024,2022400004,2024-12-27,DEL vs. WCB,Windy City Bulls,WCB,97,False,0.444,0.29,0.667,40,23,14,Delaware Blue Coats,DEL,116,True,0.511,0.382,0.7,43,23,14,213,19
2024,0022400426,2024-12-27,GSW @ LAC,Golden State Warriors,GSW,92,False,0.368,0.184,0.75,47,24,14,LA Clippers,LAC,102,True,0.533,0.313,0.8,39,19,21,194,10
2024,0022400421,2024-12-27,SAS @ BKN,San Antonio Spurs,SAS,96,True,0.41,0.429,0.741,43,26,13,Brooklyn Nets,BKN,87,False,0.389,0.293,0.625,45,22,16,183,9
2024,0022400419,2024-12-27,NYK @ ORL,New York Knicks,NYK,108,True,0.533,0.267,0.706,44,18,18,Orlando Magic,ORL,85,False,0.368,0.303,0.917,33,20,17,193,23
2024,2022400003,2024-12-27,SBL @ CLC,South Bay Lakers,SBL,113,False,0.421,0.392,1.0,36,29,14,Cleveland Charge,CLC,125,True,0.588,0.484,0.75,44,33,20,238,12
2024,0022400430,2024-12-28,CHI vs. MIL,Milwaukee Bucks,MIL,111,False,0.402,0.333,1.0,43,27,7,Chicago Bulls,CHI,116,True,0.474,0.389,0.706,52,33,11,227,5
2024,2022400018,2024-12-28,STO vs. AUS,Austin Spurs,AUS,107,False,0.482,0.364,0.625,35,26,13,Stockton Kings,STO,109,True,0.488,0.424,0.727,50,20,23,216,2
2024,2022400019,2024-12-28,OKL @ TEX,Oklahoma City Blue,OKL,100,True,0.407,0.385,0.667,46,27,14,Texas Legends,TEX,84,False,0.326,0.263,0.875,53,15,21,184,16
2024,2022400013,2024-12-28,WCB @ DEL,Windy City Bulls,WCB,115,True,0.543,0.464,0.692,54,31,17,Delaware Blue Coats,DEL,105,False,0.402,0.275,0.733,32,16,3,220,10
2024,0022400431,2024-12-28,PHX @ GSW,Phoenix Suns,PHX,105,False,0.424,0.257,0.818,46,21,13,Golden State Warriors,GSW,109,True,0.418,0.267,0.789,49,26,11,214,4
2024,2022400015,2024-12-28,WIS @ GBO,Wisconsin Herd,WIS,105,False,0.465,0.357,0.857,40,24,14,Greensboro Swarm,GBO,111,True,0.476,0.423,0.875,45,21,14,216,6
2024,0022400432,2024-12-28,DET @ DEN,Detroit Pistons,DET,121,False,0.484,0.308,0.739,41,29,12,Denver Nuggets,DEN,134,True,0.561,0.481,0.806,40,29,13,255,13
2024,2022400017,2024-12-28,SCW @ RGV,Santa Cruz Warriors,SCW,106,True,0.402,0.405,0.727,49,32,17,Rio Grande Valley Vipers,RGV,103,False,0.424,0.265,0.833,51,22,20,209,3
2024,0022400429,2024-12-28,NYK @ WAS,New York Knicks,NYK,136,True,0.526,0.25,0.923,43,26,15,Washington Wizards,WAS,132,False,0.515,0.447,0.867,44,32,15,268,4
2024,0022400428,2024-12-28,CHA vs. OKC,Oklahoma City Thunder,OKC,106,True,0.477,0.263,0.857,49,29,15,Charlotte Hornets,CHA,94,False,0.363,0.324,0.893,44,17,18,200,12
2024,0022400435,2024-12-28,LAL vs. SAC,Sacramento Kings,SAC,122,False,0.51,0.275,0.733,39,38,9,Los Angeles Lakers,LAL,132,True,0.597,0.538,0.788,33,33,11,254,10
2024,2022400014,2024-12-28,SLC @ IMA,Salt Lake City Stars,SLC,103,False,0.402,0.27,0.818,47,23,18,Indiana Mad Ants,IMA,132,True,0.542,0.471,0.778,38,30,12,235,29
2024,0022400427,2024-12-28,MIA @ ATL,Miami Heat,MIA,110,False,0.444,0.317,0.944,42,23,8,Atlanta Hawks,ATL,120,True,0.512,0.405,0.773,47,34,11,230,10
2024,0022400433,2024-12-28,PHI @ UTA,Philadelphia 76ers,PHI,114,True,0.434,0.361,0.784,32,22,8,Utah Jazz,UTA,111,False,0.483,0.333,0.867,48,27,21,225,3
2024,0022400434,2024-12-28,DAL @ POR,Dallas Mavericks,DAL,122,False,0.483,0.395,0.808,40,20,13,Portland Trail Blazers,POR,126,True,0.5,0.423,0.793,50,27,14,248,4
2024,2022400016,2024-12-28,SBL @ CLC,South Bay Lakers,SBL,90,False,0.373,0.343,0.615,50,23,20,Cleveland Charge,CLC,93,True,0.4,0.222,0.8,54,23,21,183,3
2024,2022400022,2024-12-29,CCG vs. GRG,Grand Rapids Gold,GRG,106,True,0.412,0.345,0.833,56,20,11,Capital City Go-Go,CCG,94,False,0.43,0.326,0.5,43,25,17,200,12
2024,0022400441,2024-12-29,SAS @ MIN,San Antonio Spurs,SAS,110,False,0.437,0.282,0.821,41,25,9,Minnesota Timberwolves,MIN,112,True,0.43,0.25,0.789,56,23,10,222,2
2024,0022400436,2024-12-29,BKN @ ORL,Brooklyn Nets,BKN,101,False,0.438,0.433,0.857,38,22,14,Orlando Magic,ORL,102,True,0.446,0.333,0.64,42,30,13,203,1
2024,0022400437,2024-12-29,IND @ BOS,Indiana Pacers,IND,123,True,0.529,0.391,0.815,50,27,9,Boston Celtics,BOS,114,False,0.462,0.296,0.632,41,26,8,237,9
2024,2022400020,2024-12-29,MCC vs. MNE,Maine Celtics,MNE,112,True,0.404,0.372,0.625,47,26,10,Motor City Cruise,MCC,111,False,0.483,0.379,0.769,54,29,18,223,1
2024,0022400439,2024-12-29,MIA @ HOU,Miami Heat,MIA,104,True,0.44,0.303,0.714,52,21,14,Houston Rockets,HOU,100,False,0.392,0.325,0.846,52,24,12,204,4
2024,0022400440,2024-12-29,OKC vs. MEM,Memphis Grizzlies,MEM,106,False,0.381,0.275,0.857,51,30,21,Oklahoma City Thunder,OKC,130,True,0.505,0.318,1.0,45,35,10,236,24
2024,2022400024,2024-12-29,AUS @ STO,Austin Spurs,AUS,118,False,0.416,0.359,0.667,49,25,12,Stockton Kings,STO,126,True,0.48,0.429,0.526,63,20,13,244,8
2024,0022400438,2024-12-29,ATL @ TOR,Atlanta Hawks,ATL,136,True,0.484,0.4,0.743,40,30,14,Toronto Raptors,TOR,107,False,0.447,0.292,0.889,52,26,31,243,29
2024,2022400021,2024-12-29,OSC @ RAP,Osceola Magic,OSC,122,False,0.46,0.244,0.905,40,22,17,Raptors 905,RAP,131,True,0.48,0.529,0.667,50,34,19,253,9
2024,2022400023,2024-12-29,IWA @ MXC,Iowa Wolves,IWA,126,True,0.459,0.371,0.667,49,33,18,Mexico City Capitanes,MXC,122,False,0.488,0.444,0.762,40,29,17,248,4
2024,2022400025,2024-12-29,MHU @ SDC,Memphis Hustle,MHU,111,False,0.416,0.366,0.765,44,19,16,San Diego Clippers,SDC,134,True,0.5,0.267,0.6,53,26,5,245,23
2024,0022400443,2024-12-30,NYK @ WAS,New York Knicks,NYK,126,True,0.459,0.341,0.84,54,34,7,Washington Wizards,WAS,106,False,0.424,0.279,0.727,46,25,13,232,20
2024,2022400030,2024-12-30,SXF @ VAL,Sioux Falls Skyforce,SXF,121,True,0.5,0.406,0.6,62,26,11,Valley Suns,VAL,104,False,0.414,0.311,0.714,37,18,8,225,17
2024,0022400448,2024-12-30,DAL @ SAC,Dallas Mavericks,DAL,100,False,0.421,0.387,0.828,36,17,17,Sacramento Kings,SAC,110,True,0.42,0.313,0.842,58,25,15,210,10
2024,0022400445,2024-12-30,UTA vs. DEN,Denver Nuggets,DEN,132,True,0.505,0.3,0.895,51,38,7,Utah Jazz,UTA,121,False,0.512,0.342,0.909,37,28,16,253,11
2024,2022400026,2024-12-30,CPS vs. WCB,Windy City Bulls,WCB,97,False,0.432,0.161,0.706,42,22,13,College Park Skyhawks,CPS,117,True,0.506,0.415,0.875,42,29,9,214,20
2024,0022400442,2024-12-30,CHI @ CHA,Chicago Bulls,CHI,115,True,0.375,0.3,0.704,63,31,13,Charlotte Hornets,CHA,108,False,0.416,0.233,0.7,56,23,14,223,7
2024,0022400447,2024-12-30,PHI @ POR,Philadelphia 76ers,PHI,125,True,0.573,0.458,0.903,32,20,19,Portland Trail Blazers,POR,103,False,0.481,0.222,0.7,33,23,24,228,22
2024,2022400027,2024-12-30,LIN @ DEL,Long Island Nets,LIN,114,False,0.5,0.391,0.765,41,26,14,Delaware Blue Coats,DEL,122,True,0.484,0.313,0.789,41,23,7,236,8
2024,2022400029,2024-12-30,WES vs. IMA,Indiana Mad Ants,IMA,127,True,0.568,0.424,1.0,38,27,20,Westchester Knicks,WES,124,False,0.472,0.348,0.667,39,28,12,251,3
2024,2022400028,2024-12-30,BHM @ MCC,Birmingham Squadron,BHM,101,False,0.438,0.278,0.727,44,24,14,Motor City Cruise,MCC,122,True,0.51,0.385,0.75,54,31,13,223,21
2024,0022400444,2024-12-30,LAC @ NOP,LA Clippers,LAC,116,True,0.477,0.351,0.778,40,24,16,New Orleans Pelicans,NOP,113,False,0.512,0.486,0.786,35,30,16,229,3
2024,0022400446,2024-12-30,CLE @ GSW,Cleveland Cavaliers,CLE,113,True,0.458,0.383,0.7,54,25,16,Golden State Warriors,GSW,95,False,0.333,0.237,0.769,55,20,14,208,18
2024,0022400452,2024-12-31,OKC vs. MIN,Minnesota Timberwolves,MIN,105,False,0.494,0.395,1.0,43,21,23,Oklahoma City Thunder,OKC,113,True,0.472,0.333,0.739,37,25,9,218,8
2024,0022400451,2024-12-31,LAC @ SAS,LA Clippers,LAC,86,False,0.345,0.268,0.833,41,17,13,San Antonio Spurs,SAS,122,True,0.49,0.225,0.895,58,37,9,208,36
2024,2022400031,2024-12-31,TEX @ MNE,Texas Legends,TEX,95,False,0.475,0.333,0.625,53,18,24,Maine Celtics,MNE,102,True,0.391,0.283,0.611,46,21,13,197,7
2024,0022400450,2024-12-31,MIL @ IND,Milwaukee Bucks,MIL,120,True,0.464,0.364,0.75,51,27,12,Indiana Pacers,IND,112,False,0.444,0.351,0.633,50,26,16,232,8
2024,0022400453,2024-12-31,PHX vs. MEM,Memphis Grizzlies,MEM,117,True,0.426,0.341,0.667,51,27,17,Phoenix Suns,PHX,112,False,0.457,0.3,0.76,43,28,17,229,5
2024,0022400454,2024-12-31,LAL vs. CLE,Cleveland Cavaliers,CLE,122,True,0.484,0.391,0.824,48,32,11,Los Angeles Lakers,LAL,110,False,0.442,0.257,0.895,43,26,8,232,12
2024,2022400032,2024-12-31,GBO vs. CLC,Cleveland Charge,CLC,103,True,0.443,0.25,0.579,41,22,13,Greensboro Swarm,GBO,100,False,0.407,0.275,1.0,46,26,14,203,3
2024,0022400449,2024-12-31,TOR @ BOS,Toronto Raptors,TOR,71,False,0.314,0.25,0.636,44,18,21,Boston Celtics,BOS,125,True,0.54,0.512,0.6,49,29,13,196,54
2024,2022400033,2024-12-31,VAL vs. SXF,Sioux Falls Skyforce,SXF,114,True,0.469,0.4,0.875,54,24,21,Valley Suns,VAL,101,False,0.366,0.34,1.0,40,26,15,215,13
2024,2022400036,2025-01-01,IWA @ AUS,Iowa Wolves,IWA,102,False,0.418,0.31,0.643,48,23,15,Austin Spurs,AUS,121,True,0.516,0.4,0.5,51,33,11,223,19
2024,0022400462,2025-01-01,SAC vs. PHI,Philadelphia 76ers,PHI,107,False,0.476,0.375,0.857,34,24,18,Sacramento Kings,SAC,113,True,0.488,0.29,0.917,45,24,17,220,6
2024,0022400455,2025-01-01,DET vs. ORL,Orlando Magic,ORL,96,False,0.407,0.229,0.7,33,18,12,Detroit Pistons,DET,105,True,0.519,0.414,0.647,49,25,23,201,9
2024,0022400457,2025-01-01,NOP @ MIA,New Orleans Pelicans,NOP,108,False,0.5,0.265,0.864,31,25,10,Miami Heat,MIA,119,True,0.53,0.412,0.81,38,34,10,227,11
2024,0022400461,2025-01-01,DEN vs. ATL,Atlanta Hawks,ATL,120,False,0.45,0.348,0.667,44,34,13,Denver Nuggets,DEN,139,True,0.564,0.4,1.0,43,44,12,259,19
2024,0022400459,2025-01-01,BKN @ TOR,Brooklyn Nets,BKN,113,False,0.483,0.297,0.9,32,28,11,Toronto Raptors,TOR,130,True,0.591,0.5,0.769,39,36,10,243,17
2024,0022400460,2025-01-01,DAL @ HOU,Dallas Mavericks,DAL,99,False,0.533,0.393,0.5,38,19,20,Houston Rockets,HOU,110,True,0.472,0.32,0.783,35,16,12,209,11
2024,2022400037,2025-01-01,SDC @ RCR,San Diego Clippers,SDC,115,False,0.474,0.37,0.571,52,27,22,Rip City Remix,RCR,119,True,0.467,0.324,0.667,44,25,18,234,4
2024,0022400456,2025-01-01,CHI @ WAS,Chicago Bulls,CHI,107,False,0.446,0.298,0.786,44,28,20,Washington Wizards,WAS,125,True,0.495,0.472,0.833,42,36,15,232,18
2024,2022400034,2025-01-01,WES vs. IMA,Indiana Mad Ants,IMA,114,False,0.495,0.375,0.75,53,27,17,Westchester Knicks,WES,117,True,0.439,0.41,0.75,37,24,9,231,3
2024,2022400035,2025-01-01,RGV @ SLC,Rio Grande Valley Vipers,RGV,117,False,0.484,0.268,0.556,50,25,19,Salt Lake City Stars,SLC,121,True,0.506,0.514,0.737,38,26,26,238,4
2024,0022400458,2025-01-01,UTA @ NYK,Utah Jazz,UTA,103,False,0.406,0.302,0.8,45,23,16,New York Knicks,NYK,119,True,0.553,0.391,0.696,47,31,13,222,16
2024,2022400039,2025-01-02,MCC @ CPS,Motor City Cruise,MCC,107,False,0.429,0.366,0.625,34,24,11,College Park Skyhawks,CPS,124,True,0.506,0.333,0.941,52,19,12,231,17
2024,0022400468,2025-01-02,POR @ LAL,Portland Trail Blazers,POR,106,False,0.5,0.346,0.81,42,24,18,Los Angeles Lakers,LAL,114,True,0.457,0.349,0.929,43,30,12,220,8
2024,2022400038,2025-01-02,VAL @ OKL,Valley Suns,VAL,125,True,0.529,0.46,0.714,42,30,16,Oklahoma City Blue,OKL,120,False,0.455,0.36,0.8,41,23,14,245,5
2024,2022400041,2025-01-02,WES vs. DEL,Delaware Blue Coats,DEL,107,True,0.425,0.371,0.824,43,26,12,Westchester Knicks,WES,104,False,0.395,0.378,0.867,51,20,17,211,3
2024,2022400042,2025-01-02,MHU @ STO,Memphis Hustle,MHU,94,False,0.368,0.318,0.625,42,24,11,Stockton Kings,STO,118,True,0.512,0.42,0.7,53,32,16,212,24
2024,0022400463,2025-01-02,IND @ MIA,Indiana Pacers,IND,128,True,0.531,0.425,0.563,39,35,6,Miami Heat,MIA,115,False,0.573,0.423,0.857,39,34,14,243,13
2024,2022400040,2025-01-02,WIS @ MNE,Wisconsin Herd,WIS,117,True,0.472,0.286,0.875,50,27,22,Maine Celtics,MNE,115,False,0.446,0.263,0.727,39,22,14,232,2
2024,0022400467,2025-01-02,GSW vs. PHI,Philadelphia 76ers,PHI,105,False,0.42,0.29,0.824,33,17,11,Golden State Warriors,GSW,139,True,0.609,0.564,0.733,43,41,11,244,34
2024,0022400465,2025-01-02,MIL vs. BKN,Brooklyn Nets,BKN,113,True,0.432,0.308,0.893,51,26,14,Milwaukee Bucks,MIL,110,False,0.444,0.297,0.679,46,21,14,223,3
2024,0022400466,2025-01-02,LAC @ OKC,LA Clippers,LAC,98,False,0.469,0.344,0.647,45,25,19,Oklahoma City Thunder,OKC,116,True,0.5,0.368,0.8,35,29,9,214,18
2024,0022400464,2025-01-02,MIN vs. BOS,Boston Celtics,BOS,118,True,0.5,0.386,0.667,31,30,3,Minnesota Timberwolves,MIN,115,False,0.5,0.538,0.909,41,24,15,233,3
2024,0022400474,2025-01-03,CLE @ DAL,Cleveland Cavaliers,CLE,134,True,0.531,0.375,0.75,46,38,7,Dallas Mavericks,DAL,122,False,0.43,0.273,0.8,53,29,12,256,12
2024,2022400046,2025-01-03,TEX @ WCB,Texas Legends,TEX,98,True,0.393,0.351,0.714,46,24,14,Windy City Bulls,WCB,95,False,0.366,0.269,0.8,55,18,12,193,3
2024,0022400472,2025-01-03,NOP vs. WAS,Washington Wizards,WAS,120,False,0.536,0.321,0.778,48,28,21,New Orleans Pelicans,NOP,132,True,0.5,0.439,0.818,37,36,7,252,12
2024,2022400044,2025-01-03,CLC @ GBO,Cleveland Charge,CLC,109,False,0.488,0.429,0.857,34,28,14,Greensboro Swarm,GBO,119,True,0.558,0.464,0.846,41,27,16,228,10
2024,0022400469,2025-01-03,DET vs. CHA,Charlotte Hornets,CHA,94,False,0.413,0.3,0.633,45,25,17,Detroit Pistons,DET,98,True,0.419,0.324,0.615,51,21,13,192,4
2024,2022400048,2025-01-03,SXF vs. SCW,Santa Cruz Warriors,SCW,110,True,0.4,0.452,0.8,67,29,14,Sioux Falls Skyforce,SXF,96,False,0.356,0.395,0.529,44,22,6,206,14
2024,0022400475,2025-01-03,DEN vs. SAS,San Antonio Spurs,SAS,113,True,0.465,0.361,0.615,56,31,13,Denver Nuggets,DEN,110,False,0.433,0.385,0.688,46,33,8,223,3
2024,2022400045,2025-01-03,MNE vs. WIS,Wisconsin Herd,WIS,90,False,0.349,0.295,0.846,41,18,13,Maine Celtics,MNE,105,True,0.488,0.3,0.667,52,18,12,195,15
2024,0022400471,2025-01-03,BOS @ HOU,Boston Celtics,BOS,109,True,0.506,0.487,0.667,41,20,14,Houston Rockets,HOU,86,False,0.364,0.278,1.0,37,9,11,195,23
2024,0022400470,2025-01-03,ORL @ TOR,Orlando Magic,ORL,106,True,0.468,0.432,0.765,42,32,11,Toronto Raptors,TOR,97,False,0.475,0.345,0.846,37,28,11,203,9
2024,2022400043,2025-01-03,GRG vs. LIN,Long Island Nets,LIN,129,True,0.598,0.4,0.867,37,30,9,Grand Rapids Gold,GRG,108,False,0.459,0.412,0.571,41,24,17,237,21
2024,0022400473,2025-01-03,NYK @ OKC,New York Knicks,NYK,107,False,0.478,0.281,0.706,42,22,12,Oklahoma City Thunder,OKC,117,True,0.512,0.519,0.81,41,27,13,224,10
2024,0022400476,2025-01-03,SAC vs. MEM,Memphis Grizzlies,MEM,133,False,0.483,0.459,0.833,51,31,17,Sacramento Kings,SAC,138,True,0.495,0.447,0.826,37,32,9,271,5
2024,2022400047,2025-01-03,RAP vs. AUS,Austin Spurs,AUS,85,False,0.323,0.229,0.438,47,22,14,Raptors 905,RAP,122,True,0.553,0.563,0.769,51,30,22,207,37
2024,0022400477,2025-01-03,LAL vs. ATL,Atlanta Hawks,ATL,102,False,0.41,0.176,0.778,39,22,8,Los Angeles Lakers,LAL,119,True,0.489,0.433,0.8,56,28,18,221,17
2024,2022400049,2025-01-03,MXC vs. SBL,South Bay Lakers,SBL,96,False,0.405,0.308,0.682,43,28,20,Mexico City Capitanes,MXC,114,True,0.513,0.452,0.727,37,24,16,210,18
2024,2022400050,2025-01-03,SLC vs. RGV,Rio Grande Valley Vipers,RGV,132,True,0.578,0.464,0.75,37,34,15,Salt Lake City Stars,SLC,116,False,0.462,0.371,0.688,45,19,24,248,16
2024,0022400479,2025-01-04,DET vs. MIN,Minnesota Timberwolves,MIN,105,False,0.425,0.4,0.808,33,20,17,Detroit Pistons,DET,119,True,0.484,0.342,0.8,47,26,12,224,14
2024,0022400486,2025-01-04,ATL @ LAC,Atlanta Hawks,ATL,105,False,0.432,0.348,0.765,43,30,22,LA Clippers,LAC,131,True,0.552,0.361,0.706,48,36,17,236,26
2024,2022400059,2025-01-04,SDC @ SXF,San Diego Clippers,SDC,113,True,0.429,0.406,0.857,57,25,14,Sioux Falls Skyforce,SXF,100,False,0.417,0.313,0.625,40,24,14,213,13
2024,2022400052,2025-01-04,DEL vs. MCC,Motor City Cruise,MCC,99,False,0.482,0.333,0.5,45,22,22,Delaware Blue Coats,DEL,114,True,0.494,0.405,0.9,34,21,13,213,15
2024,2022400058,2025-01-04,OKL vs. VAL,Valley Suns,VAL,131,True,0.461,0.423,0.692,49,26,16,Oklahoma City Blue,OKL,110,False,0.432,0.318,0.667,56,22,24,241,21
2024,0022400484,2025-01-04,DEN @ SAS,Denver Nuggets,DEN,122,True,0.435,0.303,0.783,58,32,7,San Antonio Spurs,SAS,111,False,0.394,0.271,0.889,58,28,12,233,11
2024,0022400483,2025-01-04,POR @ MIL,Portland Trail Blazers,POR,105,True,0.482,0.361,0.769,55,21,17,Milwaukee Bucks,MIL,102,False,0.432,0.317,0.778,43,25,11,207,3
2024,0022400481,2025-01-04,UTA @ MIA,Utah Jazz,UTA,136,True,0.52,0.413,0.813,57,31,14,Miami Heat,MIA,100,False,0.438,0.257,0.7,32,25,15,236,36
2024,2022400051,2025-01-04,CCG vs. IMA,Indiana Mad Ants,IMA,114,False,0.436,0.421,0.818,46,26,15,Capital City Go-Go,CCG,123,True,0.5,0.405,0.778,44,28,13,237,9
2024,2022400057,2025-01-04,SCW @ IWA,Santa Cruz Warriors,SCW,136,True,0.617,0.471,0.933,42,34,20,Iowa Wolves,IWA,130,False,0.511,0.417,0.667,27,25,7,266,6
2024,0022400478,2025-01-04,BKN vs. PHI,Philadelphia 76ers,PHI,123,True,0.512,0.375,0.8,50,31,17,Brooklyn Nets,BKN,94,False,0.415,0.341,0.632,39,22,22,217,29
2024,0022400485,2025-01-04,GSW vs. MEM,Memphis Grizzlies,MEM,113,False,0.523,0.333,0.75,43,29,22,Golden State Warriors,GSW,121,True,0.524,0.535,0.625,29,32,18,234,8
2024,0022400480,2025-01-04,IND vs. PHX,Phoenix Suns,PHX,108,False,0.487,0.4,0.952,36,30,11,Indiana Pacers,IND,126,True,0.479,0.375,0.905,47,35,6,234,18
2024,0022400482,2025-01-04,CHI vs. NYK,New York Knicks,NYK,126,False,0.495,0.267,0.786,49,27,13,Chicago Bulls,CHI,139,True,0.543,0.541,0.944,43,36,12,265,13
2024,2022400054,2025-01-04,SBL @ MXC,South Bay Lakers,SBL,106,True,0.467,0.356,0.684,42,25,21,Mexico City Capitanes,MXC,98,False,0.447,0.333,0.824,34,17,20,204,8
