season,game_id,date,matchup,home_team,home_abbr,home_score,home_win,home_fg_pct,home_fg3_pct,home_ft_pct,home_rebounds,home_assists,home_turnovers,away_team,away_abbr,away_score,away_win,away_fg_pct,away_fg3_pct,away_ft_pct,away_rebounds,away_assists,away_turnovers,total_points,point_differential
2023,0022300348,2023-12-17,POR vs. GSW,Portland Trail Blazers,POR,114,False,0.471,0.371,0.913,37,23,13,Golden State Warriors,GSW,118,True,0.529,0.342,0.684,43,31,14,232,4
2023,0022300345,2023-12-17,NOP @ SAS,San Antonio Spurs,SAS,110,False,0.426,0.357,0.714,39,29,13,New Orleans Pelicans,NOP,146,True,0.561,0.524,0.636,51,38,13,256,36
2023,0022300352,2023-12-18,ATL vs. DET,Atlanta Hawks,ATL,130,True,0.541,0.444,0.815,40,25,17,Detroit Pistons,DET,124,False,0.511,0.409,0.704,36,23,13,254,6
2023,0022300353,2023-12-18,MIN @ MIA,Miami Heat,MIA,108,False,0.471,0.367,0.833,40,27,15,Minnesota Timberwolves,MIN,112,True,0.494,0.379,0.895,45,27,13,220,4
2023,0022300356,2023-12-18,DAL @ DEN,Denver Nuggets,DEN,130,True,0.563,0.538,0.818,46,29,8,Dallas Mavericks,DAL,104,False,0.446,0.342,0.474,43,19,11,234,26
2023,0022300358,2023-12-18,SAC vs. WAS,Sacramento Kings,SAC,143,True,0.53,0.395,0.769,42,35,7,Washington Wizards,WAS,131,False,0.518,0.474,0.833,39,26,11,274,12
2023,0022300354,2023-12-18,TOR vs. CHA,Toronto Raptors,TOR,114,True,0.512,0.276,0.818,51,30,17,Charlotte Hornets,CHA,99,False,0.438,0.25,1.0,36,18,12,213,15
2023,0022300351,2023-12-18,CHI @ PHI,Philadelphia 76ers,PHI,104,False,0.432,0.344,0.895,44,23,12,Chicago Bulls,CHI,108,True,0.472,0.414,0.8,45,24,10,212,4
2023,0022300355,2023-12-18,MEM @ OKC,Oklahoma City Thunder,OKC,116,True,0.457,0.306,0.913,53,31,12,Memphis Grizzlies,MEM,97,False,0.353,0.352,0.857,45,25,22,213,19
2023,0022300357,2023-12-18,BKN @ UTA,Utah Jazz,UTA,125,True,0.495,0.412,0.875,51,30,14,Brooklyn Nets,BKN,108,False,0.433,0.41,0.7,36,25,13,233,17
2023,0022300350,2023-12-18,IND vs. LAC,Indiana Pacers,IND,127,False,0.516,0.364,0.81,34,38,11,LA Clippers,LAC,151,True,0.571,0.5,0.87,46,26,11,278,24
2023,0022300349,2023-12-18,HOU @ CLE,Cleveland Cavaliers,CLE,135,True,0.485,0.396,0.647,38,29,11,Houston Rockets,HOU,130,False,0.461,0.364,0.889,47,34,13,265,5
2023,0022300359,2023-12-18,LAL vs. NYK,Los Angeles Lakers,LAL,109,False,0.424,0.317,0.923,41,29,10,New York Knicks,NYK,114,True,0.477,0.333,0.87,52,21,15,223,5
2023,0022300362,2023-12-19,BOS @ GSW,Golden State Warriors,GSW,132,True,0.459,0.4,0.857,59,29,10,Boston Celtics,BOS,126,False,0.412,0.293,0.882,55,28,8,258,6
2023,0022300360,2023-12-19,NOP vs. MEM,New Orleans Pelicans,NOP,113,False,0.471,0.44,0.917,39,23,11,Memphis Grizzlies,MEM,115,True,0.5,0.323,0.793,42,19,17,228,2
2023,0022300363,2023-12-19,PHX @ POR,Portland Trail Blazers,POR,109,True,0.448,0.5,0.895,42,23,15,Phoenix Suns,PHX,104,False,0.447,0.217,0.714,47,23,13,213,5
2023,0022300361,2023-12-19,SAS @ MIL,Milwaukee Bucks,MIL,132,True,0.472,0.367,0.778,47,34,6,San Antonio Spurs,SAS,119,False,0.479,0.3,0.857,52,27,16,251,13
2023,0022300364,2023-12-20,CLE vs. UTA,Cleveland Cavaliers,CLE,124,True,0.469,0.451,0.688,44,34,11,Utah Jazz,UTA,116,False,0.513,0.433,0.821,38,24,16,240,8
2023,0022300371,2023-12-20,HOU vs. ATL,Houston Rockets,HOU,127,False,0.494,0.471,1.0,37,25,8,Atlanta Hawks,ATL,134,True,0.516,0.425,0.821,44,31,9,261,7
2023,0022300369,2023-12-20,DEN @ TOR,Toronto Raptors,TOR,104,False,0.478,0.333,0.692,41,26,11,Denver Nuggets,DEN,113,True,0.5,0.364,0.429,46,29,8,217,9
2023,0022300366,2023-12-20,MIA @ ORL,Orlando Magic,ORL,106,False,0.461,0.25,0.789,49,29,11,Miami Heat,MIA,115,True,0.482,0.517,0.833,39,25,11,221,9
2023,0022300373,2023-12-20,BOS @ SAC,Sacramento Kings,SAC,119,False,0.473,0.477,0.522,37,29,7,Boston Celtics,BOS,144,True,0.554,0.524,0.833,50,35,9,263,25
2023,0022300370,2023-12-20,CHI vs. LAL,Chicago Bulls,CHI,124,True,0.545,0.529,0.909,48,25,15,Los Angeles Lakers,LAL,108,False,0.447,0.324,0.8,40,27,13,232,16
2023,0022300367,2023-12-20,PHI vs. MIN,Philadelphia 76ers,PHI,127,True,0.536,0.364,0.906,36,20,12,Minnesota Timberwolves,MIN,113,False,0.512,0.36,0.833,39,22,18,240,14
2023,0022300368,2023-12-20,BKN vs. NYK,Brooklyn Nets,BKN,102,False,0.366,0.319,0.765,49,25,11,New York Knicks,NYK,121,True,0.463,0.394,0.8,54,24,11,223,19
2023,0022300365,2023-12-20,CHA @ IND,Indiana Pacers,IND,144,True,0.613,0.462,0.933,38,37,13,Charlotte Hornets,CHA,113,False,0.474,0.258,0.789,37,23,10,257,31
2023,0022300372,2023-12-20,LAC @ DAL,Dallas Mavericks,DAL,111,False,0.429,0.326,0.704,36,23,6,LA Clippers,LAC,120,True,0.558,0.355,0.92,44,27,12,231,9
2023,0022300377,2023-12-21,IND @ MEM,Memphis Grizzlies,MEM,116,True,0.512,0.457,0.667,41,27,18,Indiana Pacers,IND,103,False,0.422,0.346,0.818,39,28,16,219,13
2023,0022300376,2023-12-21,CHI vs. SAS,Chicago Bulls,CHI,114,True,0.544,0.25,0.818,36,24,11,San Antonio Spurs,SAS,95,False,0.457,0.333,0.688,41,24,19,209,19
2023,0022300374,2023-12-21,DET vs. UTA,Detroit Pistons,DET,111,False,0.5,0.29,0.842,41,24,20,Utah Jazz,UTA,119,True,0.457,0.367,0.917,44,26,12,230,8
2023,0022300380,2023-12-21,MIN vs. LAL,Minnesota Timberwolves,MIN,118,True,0.483,0.389,0.8,40,32,14,Los Angeles Lakers,LAL,111,False,0.494,0.417,0.792,38,21,17,229,7
2023,0022300379,2023-12-21,OKC vs. LAC,Oklahoma City Thunder,OKC,134,True,0.586,0.471,0.889,38,35,11,LA Clippers,LAC,115,False,0.473,0.395,0.833,40,23,15,249,19
2023,0022300375,2023-12-21,NOP @ CLE,Cleveland Cavaliers,CLE,104,False,0.471,0.386,0.625,35,34,11,New Orleans Pelicans,NOP,123,True,0.547,0.429,0.875,40,32,9,227,19
2023,0022300378,2023-12-21,ORL @ MIL,Milwaukee Bucks,MIL,118,True,0.422,0.297,0.886,51,26,13,Orlando Magic,ORL,114,False,0.455,0.242,0.696,45,26,7,232,4
2023,0022300381,2023-12-21,POR vs. WAS,Portland Trail Blazers,POR,117,False,0.453,0.467,0.739,51,24,15,Washington Wizards,WAS,118,True,0.5,0.4,0.688,37,26,11,235,1
2023,0022300383,2023-12-22,BKN vs. DEN,Brooklyn Nets,BKN,117,False,0.483,0.394,0.692,45,32,10,Denver Nuggets,DEN,122,True,0.517,0.423,0.84,41,29,6,239,5
2023,0022300384,2023-12-22,MIA vs. ATL,Miami Heat,MIA,122,True,0.465,0.436,0.833,48,21,17,Atlanta Hawks,ATL,113,False,0.438,0.352,0.714,43,29,13,235,9
2023,0022300382,2023-12-22,PHI vs. TOR,Philadelphia 76ers,PHI,121,True,0.53,0.452,0.905,38,34,13,Toronto Raptors,TOR,111,False,0.448,0.273,0.857,46,30,12,232,10
2023,0022300387,2023-12-22,PHX @ SAC,Sacramento Kings,SAC,120,True,0.53,0.316,0.769,37,32,12,Phoenix Suns,PHX,105,False,0.443,0.2,0.786,45,19,15,225,15
2023,0022300385,2023-12-22,HOU vs. DAL,Houston Rockets,HOU,122,True,0.484,0.289,0.826,63,21,16,Dallas Mavericks,DAL,96,False,0.347,0.175,0.731,47,18,11,218,26
2023,0022300386,2023-12-22,GSW vs. WAS,Golden State Warriors,GSW,129,True,0.485,0.4,0.85,57,33,12,Washington Wizards,WAS,118,False,0.454,0.314,0.792,39,25,9,247,11
2023,0022300392,2023-12-23,NOP vs. HOU,New Orleans Pelicans,NOP,104,False,0.463,0.258,0.69,46,21,16,Houston Rockets,HOU,106,True,0.427,0.31,0.771,44,21,11,210,2
2023,0022300389,2023-12-23,LAC vs. BOS,LA Clippers,LAC,108,False,0.461,0.324,1.0,34,25,10,Boston Celtics,BOS,145,True,0.521,0.472,0.786,51,33,9,253,37
2023,0022300394,2023-12-23,DET @ BKN,Brooklyn Nets,BKN,126,True,0.523,0.417,0.813,38,32,10,Detroit Pistons,DET,115,False,0.494,0.429,0.759,36,26,13,241,11
2023,0022300396,2023-12-23,CLE @ CHI,Chicago Bulls,CHI,95,False,0.438,0.229,0.895,37,23,12,Cleveland Cavaliers,CLE,109,True,0.443,0.267,0.731,48,28,12,204,14
2023,0022300390,2023-12-23,DEN @ CHA,Charlotte Hornets,CHA,95,False,0.386,0.286,0.826,47,23,17,Denver Nuggets,DEN,102,True,0.433,0.4,0.857,48,25,14,197,7
2023,0022300391,2023-12-23,ORL @ IND,Indiana Pacers,IND,110,False,0.524,0.441,0.692,33,27,15,Orlando Magic,ORL,117,True,0.534,0.333,0.805,39,22,13,227,7
2023,0022300398,2023-12-23,SAS @ DAL,Dallas Mavericks,DAL,144,True,0.52,0.511,0.81,52,26,12,San Antonio Spurs,SAS,119,False,0.449,0.311,0.708,42,32,10,263,25
2023,0022300399,2023-12-23,GSW vs. POR,Golden State Warriors,GSW,126,True,0.578,0.303,0.833,49,38,16,Portland Trail Blazers,POR,106,False,0.452,0.371,0.68,30,26,11,232,20
2023,0022300397,2023-12-23,OKC vs. LAL,Oklahoma City Thunder,OKC,120,False,0.484,0.317,0.789,42,24,9,Los Angeles Lakers,LAL,129,True,0.522,0.5,0.826,44,37,9,249,9
2023,0022300395,2023-12-23,UTA @ TOR,Toronto Raptors,TOR,119,False,0.479,0.406,0.842,39,35,11,Utah Jazz,UTA,126,True,0.527,0.447,0.929,41,35,11,245,7
2023,0022300388,2023-12-23,NYK vs. MIL,New York Knicks,NYK,111,False,0.441,0.31,0.952,41,17,11,Milwaukee Bucks,MIL,130,True,0.527,0.5,0.783,53,25,14,241,19
2023,0022300393,2023-12-23,ATL vs. MEM,Atlanta Hawks,ATL,119,False,0.469,0.302,0.8,41,28,10,Memphis Grizzlies,MEM,125,True,0.515,0.333,0.636,51,29,11,244,6
2023,0022300400,2023-12-23,SAC vs. MIN,Sacramento Kings,SAC,98,False,0.435,0.242,0.762,40,23,11,Minnesota Timberwolves,MIN,110,True,0.506,0.303,0.857,43,31,12,208,12
2023,0022300401,2023-12-25,MIL @ NYK,New York Knicks,NYK,129,True,0.543,0.308,0.808,41,27,11,Milwaukee Bucks,MIL,122,False,0.474,0.31,0.792,44,26,11,251,7
2023,0022300404,2023-12-25,PHI @ MIA,Miami Heat,MIA,119,True,0.476,0.375,0.771,56,27,14,Philadelphia 76ers,PHI,113,False,0.426,0.378,0.64,36,23,7,232,6
2023,0022300405,2023-12-25,PHX vs. DAL,Phoenix Suns,PHX,114,False,0.444,0.341,0.8,47,28,15,Dallas Mavericks,DAL,128,True,0.536,0.364,0.733,38,28,11,242,14
2023,0022300403,2023-12-25,BOS @ LAL,Los Angeles Lakers,LAL,115,False,0.478,0.406,0.762,43,24,12,Boston Celtics,BOS,126,True,0.505,0.31,0.75,44,31,8,241,11
2023,0022300402,2023-12-25,DEN vs. GSW,Denver Nuggets,DEN,120,True,0.488,0.412,0.813,43,25,14,Golden State Warriors,GSW,114,False,0.46,0.35,0.87,39,23,13,234,6
2023,0022300408,2023-12-26,ATL @ CHI,Chicago Bulls,CHI,118,True,0.457,0.28,0.871,48,23,8,Atlanta Hawks,ATL,113,False,0.461,0.289,0.857,40,24,15,231,5
2023,0022300413,2023-12-26,SAC @ POR,Portland Trail Blazers,POR,130,True,0.5,0.4,0.8,46,28,7,Sacramento Kings,SAC,113,False,0.484,0.238,0.813,40,25,10,243,17
2023,0022300412,2023-12-26,SAS vs. UTA,San Antonio Spurs,SAS,118,False,0.449,0.457,0.667,43,36,9,Utah Jazz,UTA,130,True,0.495,0.372,0.909,53,34,14,248,12
2023,0022300410,2023-12-26,NOP vs. MEM,New Orleans Pelicans,NOP,115,False,0.433,0.323,0.636,46,18,14,Memphis Grizzlies,MEM,116,True,0.433,0.239,0.844,50,24,17,231,1
2023,0022300414,2023-12-26,CHA @ LAC,LA Clippers,LAC,113,True,0.471,0.412,0.76,45,24,13,Charlotte Hornets,CHA,104,False,0.462,0.207,0.75,42,31,11,217,9
2023,0022300406,2023-12-26,BKN @ DET,Detroit Pistons,DET,112,False,0.444,0.36,0.719,52,20,13,Brooklyn Nets,BKN,118,True,0.5,0.409,0.628,42,22,9,230,6
2023,0022300411,2023-12-26,OKC vs. MIN,Oklahoma City Thunder,OKC,129,True,0.605,0.462,0.813,29,35,11,Minnesota Timberwolves,MIN,106,False,0.466,0.444,0.813,34,22,21,235,23
2023,0022300407,2023-12-26,WAS vs. ORL,Washington Wizards,WAS,119,False,0.494,0.381,0.81,47,27,20,Orlando Magic,ORL,127,True,0.527,0.462,0.68,40,30,16,246,8
2023,0022300409,2023-12-26,HOU vs. IND,Houston Rockets,HOU,117,False,0.485,0.208,0.818,44,19,10,Indiana Pacers,IND,123,True,0.524,0.442,0.857,45,28,20,240,6
2023,2022300008,2023-12-27,TEX @ MXC,Mexico City Capitanes,MXC,120,True,0.484,0.265,0.522,54,26,15,Texas Legends,TEX,114,False,0.494,0.359,0.8,46,25,23,234,6
2023,2022300007,2023-12-27,WES vs. RAP,Westchester Knicks,WES,105,False,0.415,0.275,0.818,51,20,22,Raptors 905,RAP,140,True,0.542,0.447,0.714,45,36,9,245,35
2023,0022300417,2023-12-27,BKN vs. MIL,Brooklyn Nets,BKN,122,False,0.446,0.219,0.862,47,29,9,Milwaukee Bucks,MIL,144,True,0.584,0.451,0.739,41,41,10,266,22
2023,2022300003,2023-12-27,MHU @ FWN,Fort Wayne Mad Ants,FWN,132,True,0.474,0.353,0.85,45,35,9,Memphis Hustle,MHU,123,False,0.494,0.324,0.737,42,27,15,255,9
2023,2022300002,2023-12-27,WIS @ LIN,Long Island Nets,LIN,82,False,0.344,0.243,0.556,36,22,10,Wisconsin Herd,WIS,114,True,0.506,0.429,0.818,58,32,14,196,32
2023,0022300415,2023-12-27,PHI @ ORL,Orlando Magic,ORL,92,False,0.392,0.273,0.875,43,17,16,Philadelphia 76ers,PHI,112,True,0.469,0.357,0.706,48,14,10,204,20
2023,0022300416,2023-12-27,WAS vs. TOR,Washington Wizards,WAS,102,False,0.467,0.242,0.667,34,25,16,Toronto Raptors,TOR,132,True,0.571,0.395,0.684,53,43,17,234,30
2023,2022300001,2023-12-27,MNE @ OKL,Oklahoma City Blue,OKL,111,False,0.449,0.351,0.786,45,30,17,Maine Celtics,MNE,117,True,0.422,0.326,0.909,55,27,13,228,6
2023,0022300418,2023-12-27,PHX @ HOU,Houston Rockets,HOU,113,False,0.417,0.415,0.727,33,20,9,Phoenix Suns,PHX,129,True,0.573,0.424,0.808,44,28,19,242,16
2023,2022300004,2023-12-27,DEL vs. CCG,Delaware Blue Coats,DEL,134,True,0.548,0.421,0.76,47,27,15,Capital City Go-Go,CCG,126,False,0.475,0.361,0.75,42,25,9,260,8
2023,2022300005,2023-12-27,CPS @ GBO,Greensboro Swarm,GBO,113,True,0.472,0.304,0.833,45,18,11,College Park Skyhawks,CPS,101,False,0.475,0.303,0.8,33,23,13,214,12
2023,0022300419,2023-12-27,NYK @ OKC,Oklahoma City Thunder,OKC,129,True,0.544,0.438,0.773,27,20,4,New York Knicks,NYK,120,False,0.5,0.412,0.8,40,24,18,249,9
2023,2022300006,2023-12-27,WCB @ MCC,Motor City Cruise,MCC,121,True,0.488,0.405,0.682,49,28,21,Windy City Bulls,WCB,116,False,0.439,0.219,0.789,44,24,11,237,5
2023,0022300420,2023-12-27,DAL vs. CLE,Dallas Mavericks,DAL,110,False,0.443,0.27,0.846,37,21,10,Cleveland Cavaliers,CLE,113,True,0.435,0.395,0.696,57,33,16,223,3
2023,0022300427,2023-12-28,POR vs. SAS,Portland Trail Blazers,POR,105,False,0.347,0.306,0.75,57,16,13,San Antonio Spurs,SAS,118,True,0.482,0.278,0.929,42,33,11,223,13
2023,0022300426,2023-12-28,GSW vs. MIA,Golden State Warriors,GSW,102,False,0.42,0.242,0.8,43,27,13,Miami Heat,MIA,114,True,0.484,0.323,0.727,44,26,7,216,12
2023,0022300428,2023-12-28,LAL vs. CHA,Los Angeles Lakers,LAL,133,True,0.536,0.5,1.0,42,41,11,Charlotte Hornets,CHA,112,False,0.471,0.455,0.607,43,29,19,245,21
2023,2022300013,2023-12-28,MXC vs. TEX,Mexico City Capitanes,MXC,111,False,0.446,0.344,0.714,53,23,14,Texas Legends,TEX,112,True,0.452,0.303,0.632,43,22,10,223,1
2023,0022300423,2023-12-28,MIN vs. DAL,Minnesota Timberwolves,MIN,118,True,0.514,0.515,0.735,38,23,22,Dallas Mavericks,DAL,110,False,0.444,0.424,0.842,39,29,16,228,8
2023,2022300015,2023-12-28,SCW vs. SXF,Santa Cruz Warriors,SCW,102,False,0.35,0.324,0.857,61,19,20,Sioux Falls Skyforce,SXF,105,True,0.438,0.31,0.611,50,21,18,207,3
2023,0022300424,2023-12-28,NOP vs. UTA,New Orleans Pelicans,NOP,112,True,0.549,0.37,0.8,35,27,14,Utah Jazz,UTA,105,False,0.424,0.308,0.84,42,27,18,217,7
2023,2022300011,2023-12-28,AUS vs. SBL,Austin Spurs,AUS,118,True,0.446,0.333,0.789,43,25,15,South Bay Lakers,SBL,117,False,0.433,0.308,0.741,55,19,22,235,1
2023,2022300012,2023-12-28,GLI @ RGV,Rio Grande Valley Vipers,RGV,115,True,0.523,0.25,0.545,52,28,21,G League Ignite,GLI,109,False,0.456,0.241,0.647,42,24,19,224,6
2023,2022300009,2023-12-28,CCG vs. RAP,Capital City Go-Go,CCG,143,True,0.568,0.442,0.9,48,36,18,Raptors 905,RAP,109,False,0.462,0.258,0.667,33,22,19,252,34
2023,0022300425,2023-12-28,MEM @ DEN,Denver Nuggets,DEN,142,True,0.573,0.488,0.857,53,43,11,Memphis Grizzlies,MEM,105,False,0.416,0.371,0.72,36,23,11,247,37
2023,2022300010,2023-12-28,WCB @ MCC,Motor City Cruise,MCC,114,True,0.5,0.432,0.818,36,28,12,Windy City Bulls,WCB,112,False,0.494,0.423,0.75,41,19,11,226,2
2023,2022300016,2023-12-28,STO vs. RCR,Stockton Kings,STO,113,True,0.524,0.387,0.588,37,24,15,Rip City Remix,RCR,106,False,0.489,0.243,0.8,41,24,18,219,7
2023,2022300014,2023-12-28,SLC vs. ONT,Salt Lake City Stars,SLC,111,False,0.453,0.462,0.889,33,28,13,Ontario Clippers,ONT,121,True,0.511,0.314,0.75,53,23,14,232,10
2023,0022300422,2023-12-28,IND @ CHI,Chicago Bulls,CHI,104,False,0.412,0.259,0.773,47,19,7,Indiana Pacers,IND,120,True,0.506,0.452,0.682,47,30,13,224,16
2023,0022300421,2023-12-28,DET @ BOS,Boston Celtics,BOS,128,True,0.485,0.282,0.84,43,25,12,Detroit Pistons,DET,122,False,0.475,0.326,0.632,57,27,18,250,6
2023,2022300019,2023-12-29,WES vs. GRG,Westchester Knicks,WES,115,False,0.404,0.319,0.8,51,27,13,Grand Rapids Gold,GRG,119,True,0.506,0.463,0.786,47,23,17,234,4
2023,0022300438,2023-12-29,LAC vs. MEM,LA Clippers,LAC,117,True,0.494,0.282,0.8,54,28,17,Memphis Grizzlies,MEM,106,False,0.437,0.325,0.85,33,29,12,223,11
2023,2022300017,2023-12-29,LIN @ CLC,Cleveland Charge,CLC,123,True,0.483,0.417,0.867,45,21,12,Long Island Nets,LIN,122,False,0.5,0.45,0.579,41,32,8,245,1
2023,2022300021,2023-12-29,OKL vs. MNE,Oklahoma City Blue,OKL,103,False,0.411,0.278,0.647,52,19,15,Maine Celtics,MNE,114,True,0.447,0.267,0.722,52,21,19,217,11
2023,0022300433,2023-12-29,MIL @ CLE,Cleveland Cavaliers,CLE,111,False,0.476,0.14,0.778,37,28,8,Milwaukee Bucks,MIL,119,True,0.513,0.414,0.893,43,26,17,230,8
2023,0022300434,2023-12-29,PHI @ HOU,Houston Rockets,HOU,127,False,0.538,0.467,0.714,42,30,16,Philadelphia 76ers,PHI,131,True,0.523,0.364,0.879,30,22,10,258,4
2023,0022300429,2023-12-29,ORL vs. NYK,Orlando Magic,ORL,117,True,0.449,0.212,0.75,49,24,15,New York Knicks,NYK,108,False,0.442,0.2,0.897,40,22,16,225,9
2023,0022300435,2023-12-29,DEN vs. OKC,Denver Nuggets,DEN,93,False,0.424,0.27,0.733,36,30,16,Oklahoma City Thunder,OKC,119,True,0.505,0.343,0.938,51,29,11,212,26
2023,0022300436,2023-12-29,PHX vs. CHA,Phoenix Suns,PHX,133,True,0.622,0.6,0.958,39,34,14,Charlotte Hornets,CHA,119,False,0.478,0.5,1.0,26,32,6,252,14
2023,2022300020,2023-12-29,IWA vs. CPS,Iowa Wolves,IWA,100,False,0.348,0.333,0.824,36,25,10,College Park Skyhawks,CPS,114,True,0.477,0.176,0.875,59,24,19,214,14
2023,2022300022,2023-12-29,RGV vs. GLI,Rio Grande Valley Vipers,RGV,112,True,0.462,0.3,0.579,47,25,14,G League Ignite,GLI,105,False,0.482,0.438,0.467,49,23,21,217,7
2023,2022300023,2023-12-29,SCW vs. SXF,Santa Cruz Warriors,SCW,112,False,0.457,0.293,0.8,48,32,11,Sioux Falls Skyforce,SXF,123,True,0.469,0.317,0.625,47,24,12,235,11
2023,0022300437,2023-12-29,SAS @ POR,Portland Trail Blazers,POR,134,True,0.505,0.593,0.815,43,28,14,San Antonio Spurs,SAS,128,False,0.511,0.424,0.72,42,31,14,262,6
2023,0022300432,2023-12-29,BOS vs. TOR,Boston Celtics,BOS,120,True,0.489,0.436,0.85,52,29,16,Toronto Raptors,TOR,118,False,0.463,0.386,0.65,38,29,4,238,2
2023,2022300018,2023-12-29,BHM @ FWN,Fort Wayne Mad Ants,FWN,122,True,0.473,0.359,0.824,47,32,16,Birmingham Squadron,BHM,119,False,0.406,0.375,0.867,46,23,15,241,3
2023,0022300431,2023-12-29,SAC @ ATL,Atlanta Hawks,ATL,110,False,0.394,0.349,0.84,51,29,15,Sacramento Kings,SAC,117,True,0.517,0.378,0.533,38,35,12,227,7
2023,0022300430,2023-12-29,WAS vs. BKN,Washington Wizards,WAS,110,True,0.505,0.395,0.429,43,28,6,Brooklyn Nets,BKN,104,False,0.429,0.321,0.63,54,24,10,214,6
2023,2022300029,2023-12-30,WES vs. OSC,Westchester Knicks,WES,130,False,0.423,0.3,0.737,47,20,12,Osceola Magic,OSC,138,True,0.51,0.444,0.75,57,31,22,268,8
2023,2022300031,2023-12-30,TEX vs. SBL,Texas Legends,TEX,121,True,0.489,0.395,1.0,50,40,13,South Bay Lakers,SBL,110,False,0.459,0.27,0.538,47,23,12,231,11
2023,0022300439,2023-12-30,UTA vs. MIA,Utah Jazz,UTA,117,True,0.462,0.268,0.714,43,29,10,Miami Heat,MIA,109,False,0.436,0.29,0.8,46,20,16,226,8
2023,0022300443,2023-12-30,MIN vs. LAL,Minnesota Timberwolves,MIN,108,True,0.5,0.353,0.833,45,24,19,Los Angeles Lakers,LAL,106,False,0.42,0.292,0.781,39,23,10,214,2
2023,2022300025,2023-12-30,WIS @ RAP,Raptors 905,RAP,94,False,0.421,0.19,0.6,45,21,12,Wisconsin Herd,WIS,104,True,0.5,0.345,0.7,47,22,15,198,10
2023,2022300024,2023-12-30,GBO vs. WCB,Greensboro Swarm,GBO,111,True,0.57,0.476,0.538,38,25,16,Windy City Bulls,WCB,110,False,0.476,0.476,0.824,36,21,13,221,1
2023,2022300030,2023-12-30,SLC @ STO,Stockton Kings,STO,104,True,0.467,0.333,0.625,42,27,19,Salt Lake City Stars,SLC,100,False,0.42,0.257,0.846,51,22,20,204,4
2023,2022300027,2023-12-30,RCR vs. DEL,Rip City Remix,RCR,126,True,0.434,0.353,0.778,61,31,18,Delaware Blue Coats,DEL,122,False,0.478,0.349,0.667,48,29,20,248,4
2023,0022300444,2023-12-30,DAL @ GSW,Golden State Warriors,GSW,122,False,0.456,0.396,0.692,47,32,10,Dallas Mavericks,DAL,132,True,0.557,0.4,0.818,43,25,9,254,10
2023,0022300440,2023-12-30,TOR @ DET,Detroit Pistons,DET,129,True,0.5,0.429,0.875,41,29,11,Toronto Raptors,TOR,127,False,0.505,0.5,0.821,33,26,7,256,2
2023,0022300442,2023-12-30,CHI vs. PHI,Chicago Bulls,CHI,105,True,0.506,0.28,0.6,53,21,16,Philadelphia 76ers,PHI,92,False,0.391,0.237,0.733,36,24,7,197,13
2023,2022300028,2023-12-30,CLC vs. LIN,Cleveland Charge,CLC,105,False,0.42,0.325,0.75,31,18,11,Long Island Nets,LIN,147,True,0.544,0.463,0.889,56,24,10,252,42
2023,0022300441,2023-12-30,IND vs. NYK,Indiana Pacers,IND,140,True,0.588,0.535,0.81,34,40,16,New York Knicks,NYK,126,False,0.474,0.459,0.704,42,24,13,266,14
2023,2022300026,2023-12-30,MCC @ CCG,Capital City Go-Go,CCG,124,True,0.469,0.324,0.875,51,22,13,Motor City Cruise,MCC,119,False,0.479,0.52,0.714,40,26,11,243,5
2023,2022300035,2023-12-31,GLI @ SXF,Sioux Falls Skyforce,SXF,126,True,0.545,0.393,0.833,58,21,18,G League Ignite,GLI,110,False,0.404,0.333,0.864,29,21,10,236,16
2023,0022300447,2023-12-31,OKC vs. BKN,Oklahoma City Thunder,OKC,124,True,0.542,0.545,0.8,46,31,13,Brooklyn Nets,BKN,108,False,0.38,0.261,0.645,47,26,6,232,16
2023,0022300446,2023-12-31,LAL @ NOP,New Orleans Pelicans,NOP,129,True,0.517,0.5,0.815,47,33,11,Los Angeles Lakers,LAL,109,False,0.476,0.313,0.84,35,26,13,238,20
2023,0022300450,2023-12-31,PHX vs. ORL,Phoenix Suns,PHX,112,True,0.5,0.296,0.842,35,21,6,Orlando Magic,ORL,107,False,0.467,0.324,0.917,45,22,15,219,5
2023,2022300036,2023-12-31,DEL @ RCR,Rip City Remix,RCR,117,False,0.443,0.293,0.65,49,22,12,Delaware Blue Coats,DEL,130,True,0.479,0.405,0.615,55,29,10,247,13
2023,0022300449,2023-12-31,MEM vs. SAC,Memphis Grizzlies,MEM,92,False,0.366,0.3,0.714,34,20,8,Sacramento Kings,SAC,123,True,0.511,0.485,0.765,59,28,12,215,31
2023,0022300445,2023-12-31,ATL @ WAS,Washington Wizards,WAS,126,False,0.469,0.321,0.81,42,35,9,Atlanta Hawks,ATL,130,True,0.495,0.375,0.649,58,27,12,256,4
2023,2022300034,2023-12-31,CPS @ IWA,Iowa Wolves,IWA,99,False,0.429,0.333,0.75,38,20,16,College Park Skyhawks,CPS,113,True,0.517,0.258,0.818,43,26,14,212,14
2023,2022300032,2023-12-31,FWN vs. BHM,Fort Wayne Mad Ants,FWN,132,True,0.516,0.433,0.929,43,35,14,Birmingham Squadron,BHM,127,False,0.478,0.422,0.923,42,30,19,259,5
2023,2022300033,2023-12-31,MNE vs. GRG,Maine Celtics,MNE,108,False,0.422,0.432,0.444,56,24,13,Grand Rapids Gold,GRG,112,True,0.477,0.477,0.556,44,32,12,220,4
